K,H,W,C,R,TK,TH,TW,BK,BH,BW,CMult,Time
128,28,28,64,3,2,1,4,32,14,1,2,0.06746
128,28,28,64,3,2,2,2,32,2,7,8,0.064655
128,28,28,64,3,2,1,4,32,2,1,4,0.05219
128,28,28,64,3,1,1,1,32,2,14,16,0.280145
128,28,28,64,3,2,2,7,32,1,1,32,0.0872
128,28,28,64,3,2,2,14,32,2,1,32,0.06611
128,28,28,64,3,2,1,2,32,7,1,2,0.08758
128,28,28,64,3,1,1,1,32,4,1,4,0.16458
128,28,28,64,3,1,1,1,32,7,4,1,0.16158499999999998
128,28,28,64,3,1,1,7,32,4,2,8,0.045395
128,28,28,64,3,1,1,14,32,4,1,2,0.045105
128,28,28,64,3,2,1,7,32,7,1,4,0.042800000000000005
128,28,28,64,3,4,1,7,32,1,2,8,0.043469999999999995
128,28,28,64,3,4,1,1,32,14,1,16,0.27786
128,28,28,64,3,1,1,1,32,7,4,32,0.44013
128,28,28,64,3,4,1,7,32,14,1,8,0.0464
128,28,28,64,3,1,1,7,32,14,1,4,0.04888
128,28,28,64,3,1,2,2,32,2,7,8,0.07345499999999999
128,28,28,64,3,4,1,7,32,2,1,32,0.08173
128,28,28,64,3,4,1,2,32,7,1,1,0.13443
128,28,28,64,3,4,1,2,32,14,1,2,0.092465
128,28,28,64,3,2,1,14,32,4,1,4,0.038195
128,28,28,64,3,4,2,2,32,1,7,8,0.06024
128,28,28,64,3,4,2,7,32,1,2,32,0.0708
128,28,28,64,3,2,1,7,32,4,1,1,0.081165
128,28,28,64,3,1,1,1,32,2,14,8,0.209555
128,28,28,64,3,2,1,1,32,1,1,8,0.263135
128,28,28,64,3,1,1,4,32,1,1,8,0.097165
128,28,28,64,3,1,1,14,32,2,1,2,0.044115
128,28,28,64,3,2,2,7,32,1,1,2,0.05896
128,28,28,64,3,2,1,7,32,4,1,16,0.05046
128,28,28,64,3,2,1,7,32,1,2,8,0.039025000000000004
128,28,28,64,3,2,4,7,32,7,1,4,0.07683
128,28,28,64,3,1,1,1,32,7,2,8,0.20969500000000002
128,28,28,64,3,2,4,7,32,1,2,4,0.05067
128,28,28,64,3,2,1,1,32,7,1,4,0.144685
128,28,28,64,3,1,1,4,32,1,1,16,0.126755
128,28,28,64,3,1,1,14,32,2,1,1,0.068845
128,28,28,64,3,2,1,1,32,4,4,1,0.1304
128,28,28,64,3,4,1,2,32,7,2,2,0.08928
128,28,28,64,3,2,2,2,32,2,7,2,0.064575
128,28,28,64,3,4,2,2,32,7,2,1,0.18827
128,28,28,64,3,4,1,2,32,1,1,16,0.194305
128,28,28,64,3,1,1,2,32,4,7,16,0.15979
128,28,28,64,3,1,2,2,32,1,7,4,0.06461
128,28,28,64,3,1,1,4,32,2,1,1,0.078
128,28,28,64,3,2,2,4,32,2,1,2,0.062605
128,28,28,64,3,1,1,1,32,14,2,16,0.31462
128,28,28,64,3,1,1,2,32,2,2,1,0.09256
128,28,28,64,3,1,1,7,32,14,1,16,0.06336
128,28,28,64,3,4,1,1,32,1,14,16,0.19613
128,28,28,64,3,2,2,4,32,2,1,4,0.048275
128,28,28,64,3,4,2,4,32,14,1,32,0.18246
128,28,28,64,3,1,1,7,32,7,2,1,0.09853
128,28,28,64,3,4,2,4,32,7,1,2,0.10301
128,28,28,64,3,1,1,7,32,7,1,16,0.059985
128,28,28,64,3,2,2,7,32,2,1,4,0.044079999999999994
128,28,28,64,3,2,1,1,32,1,1,32,0.59229
128,28,28,64,3,4,2,7,32,2,2,32,0.06922
128,28,28,64,3,2,2,2,32,2,2,1,0.091555
128,28,28,64,3,4,1,4,32,2,1,2,0.07441500000000001
128,28,28,64,3,4,2,2,32,2,1,32,0.177985
128,28,28,64,3,4,2,4,32,7,1,4,0.07144
128,28,28,64,3,1,1,7,32,2,1,2,0.04899
128,28,28,64,3,1,2,7,32,2,1,1,0.071505
128,28,28,64,3,2,2,7,32,7,1,8,0.04554
128,28,28,64,3,1,1,4,32,4,1,4,0.063405
128,28,28,64,3,1,1,14,32,14,1,16,0.0593
128,28,28,64,3,1,2,2,32,14,2,32,0.17729499999999998
128,28,28,64,3,2,1,1,32,1,7,8,0.13597
128,28,28,64,3,4,1,1,32,1,1,32,0.60808
128,28,28,64,3,2,2,4,32,14,1,8,0.05379
128,28,28,64,3,1,1,1,32,14,1,2,0.183185
128,28,28,64,3,1,2,4,32,7,1,1,0.07896
128,28,28,64,3,2,4,4,32,7,1,16,0.089565
128,28,28,64,3,1,4,7,32,1,1,2,0.06053
128,28,28,64,3,4,1,2,32,4,7,8,0.09702
128,28,28,64,3,2,1,7,32,14,1,32,0.08147
128,28,28,64,3,2,1,1,32,1,14,8,0.14123
128,28,28,64,3,1,1,7,32,2,1,16,0.05587
128,28,28,64,3,2,4,7,32,1,1,32,0.12362
128,28,28,64,3,4,2,2,32,2,7,2,0.092015
128,28,28,64,3,1,1,1,32,14,1,8,0.22896
128,28,28,64,3,4,1,1,32,4,7,16,0.22513499999999997
128,28,28,64,3,4,2,4,32,14,1,2,0.144175
128,28,28,64,3,2,1,7,32,2,2,1,0.078995
128,28,28,64,3,4,2,2,32,1,2,8,0.066815
128,28,28,64,3,1,1,7,32,1,1,32,0.102355
