K,H,W,C,R,TK,TH,TW,BK,BH,BW,CMult,Time
256,14,14,128,3,2,1,7,32,14,2,4,0.11011
256,14,14,128,3,1,2,7,32,7,2,8,0.04456
256,14,14,128,3,1,2,14,32,7,1,1,0.209555
256,14,14,128,3,8,2,7,32,1,1,1,0.410225
256,14,14,128,3,2,1,7,32,2,2,16,0.0385
256,14,14,128,3,2,1,1,32,1,14,4,0.118755
256,14,14,128,3,1,1,7,32,14,2,4,0.0807
256,14,14,128,3,1,1,7,32,2,2,32,0.0496
256,14,14,128,3,4,1,1,32,1,7,8,0.11512
256,14,14,128,3,1,1,1,32,7,2,2,0.168975
256,14,14,128,3,1,1,7,32,14,1,16,0.0529
256,14,14,128,3,2,1,1,32,1,7,1,0.14368
256,14,14,128,3,8,2,7,32,7,1,4,0.19242
256,14,14,128,3,8,1,1,32,7,2,8,0.14571499999999998
256,14,14,128,3,4,1,14,32,1,1,16,0.042260000000000006
256,14,14,128,3,8,1,1,32,1,1,32,0.411585
256,14,14,128,3,2,1,1,32,2,1,1,0.167215
256,14,14,128,3,2,1,7,32,2,2,32,0.044594999999999996
256,14,14,128,3,4,1,1,32,2,1,1,0.22056
256,14,14,128,3,4,1,7,32,2,1,32,0.0616
256,14,14,128,3,8,2,2,32,1,1,1,0.480755
256,14,14,128,3,2,2,7,32,1,1,4,0.05856
256,14,14,128,3,4,1,1,32,2,7,4,0.11474999999999999
256,14,14,128,3,2,1,7,32,7,1,2,0.092365
256,14,14,128,3,2,2,7,32,1,2,1,0.15432
256,14,14,128,3,8,2,2,32,7,1,4,0.17464000000000002
256,14,14,128,3,8,1,1,32,2,1,4,0.148385
256,14,14,128,3,4,2,7,32,1,1,4,0.08589
256,14,14,128,3,4,1,2,32,14,1,16,0.111245
256,14,14,128,3,4,1,7,32,7,1,2,0.127615
256,14,14,128,3,1,1,2,32,1,7,1,0.107105
256,14,14,128,3,8,1,14,32,2,1,4,0.11879999999999999
256,14,14,128,3,1,1,1,32,1,1,16,0.31187
256,14,14,128,3,4,1,1,32,1,1,16,0.27773000000000003
256,14,14,128,3,8,1,1,32,1,1,16,0.29474999999999996
256,14,14,128,3,2,1,1,32,2,2,4,0.119085
256,14,14,128,3,1,2,7,32,7,2,1,0.26662
256,14,14,128,3,1,1,7,32,2,1,32,0.05562
256,14,14,128,3,8,1,7,32,1,1,32,0.07294
256,14,14,128,3,8,1,1,32,1,14,4,0.13402
256,14,14,128,3,2,1,14,32,1,1,1,0.15277
256,14,14,128,3,1,1,7,32,7,2,32,0.058815
256,14,14,128,3,2,2,14,32,1,1,2,0.117585
256,14,14,128,3,4,1,7,32,7,2,32,0.06352
256,14,14,128,3,4,1,2,32,1,1,8,0.13288
256,14,14,128,3,1,1,2,32,1,1,8,0.1476
256,14,14,128,3,2,1,7,32,14,1,16,0.04403
256,14,14,128,3,2,1,1,32,7,1,16,0.17543999999999998
256,14,14,128,3,1,2,2,32,1,7,4,0.06851
256,14,14,128,3,1,2,7,32,7,2,32,0.059555
256,14,14,128,3,8,1,1,32,1,7,2,0.19984
256,14,14,128,3,4,1,2,32,1,7,1,0.22093
256,14,14,128,3,1,1,14,32,2,1,4,0.04408
256,14,14,128,3,1,1,1,32,1,14,4,0.14003
256,14,14,128,3,2,1,1,32,1,14,1,0.15139
256,14,14,128,3,4,1,1,32,2,14,1,0.34179
256,14,14,128,3,8,1,2,32,1,7,8,0.09276999999999999
256,14,14,128,3,2,1,7,32,1,2,32,0.04432
256,14,14,128,3,2,1,7,32,2,2,1,0.14262
256,14,14,128,3,8,1,7,32,1,1,2,0.17790499999999998
256,14,14,128,3,8,1,1,32,14,2,2,0.355615
