K,H,W,C,R,TK,TH,TW,BK,BH,BW,CMult,Time
64,112,112,3,7,2,1,4,32,1,2,3,0.10035
64,112,112,3,7,1,4,4,32,2,2,1,0.0471
64,112,112,3,7,1,4,4,32,7,1,1,0.08294
64,112,112,3,7,2,2,2,32,2,4,3,0.10445
64,112,112,3,7,2,2,2,32,1,4,1,0.0512
64,112,112,3,7,1,2,4,32,14,1,1,0.06963
64,112,112,3,7,1,4,4,32,4,1,1,0.05939
64,112,112,3,7,1,2,8,32,4,1,1,0.0471
64,112,112,3,7,1,1,1,32,4,4,3,0.23552
64,112,112,3,7,1,1,2,32,7,2,1,0.09216
64,112,112,3,7,2,1,4,32,14,1,1,0.0768
64,112,112,3,7,2,1,1,32,16,1,3,0.28262
64,112,112,3,7,2,1,4,32,4,1,1,0.05939
64,112,112,3,7,1,2,2,32,2,1,3,0.153585
64,112,112,3,7,2,2,7,32,8,1,3,0.11059
64,112,112,3,7,2,1,1,32,7,1,1,0.12595
64,112,112,3,7,2,2,4,32,7,1,3,0.11366
64,112,112,3,7,1,2,4,32,4,1,3,0.09626
64,112,112,3,7,1,1,1,32,2,7,3,0.24474
64,112,112,3,7,1,1,1,32,2,8,3,0.23142
64,112,112,3,7,1,4,4,32,2,1,3,0.11674
64,112,112,3,7,2,2,8,32,8,1,3,0.09318
64,112,112,3,7,2,1,7,32,4,1,1,0.05222
64,112,112,3,7,2,2,4,32,4,2,3,0.07066
64,112,112,3,7,2,1,2,32,8,1,1,0.08397
64,112,112,3,7,2,1,1,32,7,2,1,0.14029
64,112,112,3,7,2,2,4,32,2,1,1,0.06349
64,112,112,3,7,1,1,2,32,16,1,3,0.238605
64,112,112,3,7,1,2,4,32,7,1,3,0.11059
64,112,112,3,7,2,1,4,32,7,2,3,0.13107
64,112,112,3,7,2,1,1,32,4,8,1,0.13722
64,112,112,3,7,1,2,7,32,7,1,3,0.07578
64,112,112,3,7,2,1,1,32,2,2,1,0.1065
64,112,112,3,7,1,1,4,32,4,2,3,0.11264
64,112,112,3,7,1,2,7,32,8,1,1,0.047085
64,112,112,3,7,1,1,2,32,14,1,1,0.09728
64,112,112,3,7,1,1,1,32,4,2,1,0.12595
64,112,112,3,7,2,1,2,32,4,4,1,0.09728
64,112,112,3,7,2,4,4,32,4,2,3,0.09114
64,112,112,3,7,1,4,4,32,7,1,3,0.16589
64,112,112,3,7,2,1,1,32,1,8,3,0.19046
64,112,112,3,7,2,1,1,32,16,2,1,0.14643
64,112,112,3,7,1,1,2,32,4,4,1,0.11418
64,112,112,3,7,1,2,4,32,7,2,3,0.09318
64,112,112,3,7,1,1,1,32,2,1,1,0.1321
64,112,112,3,7,2,1,1,32,14,1,3,0.29288000000000003
64,112,112,3,7,1,1,1,32,4,7,3,0.29082
64,112,112,3,7,1,1,2,32,1,1,3,0.15667
64,112,112,3,7,2,1,4,32,2,2,3,0.10138
64,112,112,3,7,1,1,2,32,8,2,1,0.12186
64,112,112,3,7,1,2,4,32,1,2,3,0.06861
64,112,112,3,7,1,1,4,32,1,1,1,0.06042
64,112,112,3,7,2,1,7,32,1,1,3,0.08602
64,112,112,3,7,1,1,7,32,1,1,1,0.04915
64,112,112,3,7,1,2,4,32,2,2,1,0.04403
64,112,112,3,7,2,1,1,32,1,7,1,0.09933
64,112,112,3,7,2,1,2,32,4,1,3,0.14643
64,112,112,3,7,1,1,7,32,4,1,1,0.048115
64,112,112,3,7,2,1,1,32,2,1,1,0.12288
64,112,112,3,7,1,1,7,32,1,1,3,0.07578
64,112,112,3,7,2,1,4,32,4,2,1,0.06144
64,112,112,3,7,1,4,4,32,1,2,1,0.04915
64,112,112,3,7,2,1,4,32,8,2,1,0.07475
64,112,112,3,7,2,1,8,32,7,1,3,0.12189
64,112,112,3,7,1,1,7,32,14,1,1,0.073235
64,112,112,3,7,2,4,4,32,4,1,3,0.13824
64,112,112,3,7,1,1,2,32,7,4,3,0.16077
64,112,112,3,7,2,1,1,32,7,2,3,0.25907
64,112,112,3,7,1,1,1,32,1,1,1,0.14029
64,112,112,3,7,1,1,2,32,2,1,1,0.08294
64,112,112,3,7,2,1,2,32,7,2,3,0.13926
64,112,112,3,7,2,1,1,32,1,4,3,0.18227
64,112,112,3,7,1,1,1,32,8,1,3,0.28056000000000003
64,112,112,3,7,1,1,1,32,8,4,3,0.28468499999999997
64,112,112,3,7,1,2,2,32,4,4,1,0.0727
64,112,112,3,7,1,2,4,32,1,1,1,0.0553
64,112,112,3,7,1,1,2,32,7,1,3,0.15974
64,112,112,3,7,1,1,1,32,16,1,3,0.29952
64,112,112,3,7,2,1,1,32,8,1,3,0.26214
64,112,112,3,7,1,1,2,32,1,2,3,0.13361499999999998
64,112,112,3,7,2,2,4,32,1,1,1,0.06246
64,112,112,3,7,2,1,4,32,8,1,1,0.063985
64,112,112,3,7,1,2,8,32,1,1,3,0.06042
64,112,112,3,7,2,1,4,32,16,1,3,0.12698
64,112,112,3,7,2,2,2,32,1,1,1,0.07069
64,112,112,3,7,2,4,4,32,1,1,3,0.13827
64,112,112,3,7,1,1,1,32,1,1,3,0.2775
64,112,112,3,7,2,1,4,32,2,1,1,0.06093
64,112,112,3,7,2,2,4,32,8,1,3,0.09933
64,112,112,3,7,2,1,1,32,2,8,1,0.11674
64,112,112,3,7,1,1,7,32,8,1,3,0.07987
64,112,112,3,7,2,2,7,32,1,1,1,0.064495
64,112,112,3,7,1,1,2,32,4,2,3,0.15155
64,112,112,3,7,1,1,4,32,1,2,3,0.09675500000000001
64,112,112,3,7,2,2,2,32,4,2,3,0.11264
64,112,112,3,7,2,1,4,32,7,2,1,0.07373
64,112,112,3,7,1,2,2,32,14,1,3,0.20685
64,112,112,3,7,1,1,2,32,2,2,1,0.07475
64,112,112,3,7,2,1,1,32,4,1,1,0.12083
64,112,112,3,7,1,2,2,32,7,2,3,0.1464
64,112,112,3,7,1,1,8,32,7,1,3,0.0809
64,112,112,3,7,1,1,4,32,4,1,3,0.10138
64,112,112,3,7,1,1,7,32,8,1,1,0.05325
64,112,112,3,7,2,2,2,32,4,2,1,0.06349
64,112,112,3,7,1,1,4,32,2,1,1,0.0604
64,112,112,3,7,2,2,8,32,4,1,1,0.06554
64,112,112,3,7,1,1,2,32,7,1,1,0.08653
64,112,112,3,7,2,1,2,32,14,1,3,0.15974
64,112,112,3,7,1,1,4,32,1,2,1,0.05632
64,112,112,3,7,1,2,8,32,4,1,3,0.06042
64,112,112,3,7,2,2,7,32,2,1,1,0.07064000000000001
64,112,112,3,7,2,4,4,32,4,1,1,0.08909
64,112,112,3,7,1,2,2,32,4,2,3,0.11981
64,112,112,3,7,2,2,8,32,7,1,3,0.11469
64,112,112,3,7,1,1,2,32,1,1,1,0.08499
64,112,112,3,7,2,2,4,32,4,1,1,0.06144
64,112,112,3,7,1,2,4,32,7,1,1,0.065025
64,112,112,3,7,2,2,8,32,8,1,1,0.0768
64,112,112,3,7,2,1,4,32,7,1,3,0.12595
64,112,112,3,7,2,1,7,32,7,1,3,0.13107
64,112,112,3,7,2,2,2,32,2,4,1,0.06042
64,112,112,3,7,2,2,4,32,4,1,3,0.09421
64,112,112,3,7,2,1,2,32,1,4,1,0.06554
64,112,112,3,7,1,1,4,32,8,2,3,0.128
64,112,112,3,7,2,2,2,32,7,1,3,0.187375
64,112,112,3,7,2,2,7,32,4,1,1,0.06451
64,112,112,3,7,2,1,4,32,1,1,1,0.060435
64,112,112,3,7,1,1,1,32,2,4,3,0.21709
64,112,112,3,7,1,1,4,32,8,1,1,0.06963
