K,H,W,C,R,TK,TH,TW,BK,BH,BW,CMult,Time
512,7,7,256,3,1,1,1,32,1,7,32,0.08806
512,7,7,256,3,16,1,1,32,1,7,8,0.36352
512,7,7,256,3,16,1,7,32,7,1,32,0.11264
512,7,7,256,3,1,1,1,32,1,1,32,0.17613
512,7,7,256,3,8,1,1,32,7,1,2,0.39731
512,7,7,256,3,2,1,7,32,7,1,8,0.05731
512,7,7,256,3,2,1,1,32,7,1,8,0.08499
512,7,7,256,3,16,1,7,32,1,1,8,0.21504
512,7,7,256,3,8,1,1,32,7,1,8,0.14538
512,7,7,256,3,16,1,1,32,1,1,8,0.37482
512,7,7,256,3,8,1,7,32,1,1,1,0.7424
512,7,7,256,3,16,1,7,32,7,1,4,0.37274
512,7,7,256,3,2,1,7,32,1,1,16,0.037875
512,7,7,256,3,1,1,7,32,1,1,2,0.11878
512,7,7,256,3,1,1,7,32,1,1,8,0.04198
512,7,7,256,3,4,1,1,32,1,1,16,0.125425
512,7,7,256,3,8,1,1,32,1,1,32,0.18842
512,7,7,256,3,2,1,1,32,1,1,16,0.14336
512,7,7,256,3,4,1,1,32,1,7,16,0.071695
512,7,7,256,3,16,1,1,32,1,1,16,0.30822
512,7,7,256,3,16,1,1,32,1,7,1,1.60768
512,7,7,256,3,1,1,1,32,1,1,4,0.15155
512,7,7,256,3,2,1,1,32,1,7,2,0.14029
512,7,7,256,3,2,1,7,32,1,1,32,0.03891
512,7,7,256,3,8,1,1,32,1,7,8,0.1239
512,7,7,256,3,4,1,7,32,7,1,2,0.26829
512,7,7,256,3,1,1,1,32,1,7,8,0.0768
512,7,7,256,3,1,1,7,32,7,1,4,0.07373
512,7,7,256,3,16,1,7,32,1,1,16,0.14131
512,7,7,256,3,1,1,1,32,7,1,32,0.15053
512,7,7,256,3,4,1,7,32,1,1,32,0.04352
512,7,7,256,3,2,1,7,32,7,1,32,0.03994
512,7,7,256,3,4,1,1,32,1,7,32,0.08602
512,7,7,256,3,16,1,1,32,7,1,4,0.52992
512,7,7,256,3,8,1,1,32,7,1,4,0.225805
512,7,7,256,3,1,1,7,32,7,1,8,0.04608
512,7,7,256,3,8,1,1,32,7,1,1,0.74547
512,7,7,256,3,4,1,1,32,1,7,8,0.07578
512,7,7,256,3,1,1,1,32,1,1,2,0.13722
512,7,7,256,3,2,1,1,32,7,1,2,0.17101
512,7,7,256,3,4,1,1,32,1,7,1,0.3799
512,7,7,256,3,1,1,1,32,7,1,4,0.10344
512,7,7,256,3,16,1,1,32,1,7,2,0.84378
512,7,7,256,3,8,1,1,32,1,7,2,0.3369
512,7,7,256,3,4,1,1,32,1,1,8,0.09114
512,7,7,256,3,8,1,1,32,1,1,2,0.38912
512,7,7,256,3,4,1,7,32,7,1,8,0.08397
512,7,7,256,3,4,1,1,32,7,1,2,0.25088
512,7,7,256,3,4,1,7,32,1,1,2,0.25395
512,7,7,256,3,8,1,1,32,1,7,32,0.1024
512,7,7,256,3,16,1,1,32,7,1,8,0.3799
512,7,7,256,3,2,1,1,32,1,1,8,0.12189
512,7,7,256,3,16,1,1,32,7,1,16,0.31744
512,7,7,256,3,4,1,7,32,1,1,16,0.05424
512,7,7,256,3,2,1,1,32,7,1,16,0.100365
512,7,7,256,3,4,1,7,32,7,1,32,0.04608
512,7,7,256,3,1,1,1,32,1,1,1,0.23962
512,7,7,256,3,1,1,7,32,7,1,2,0.13619
512,7,7,256,3,16,1,7,32,1,1,32,0.1065
512,7,7,256,3,4,1,7,32,7,1,16,0.05427
512,7,7,256,3,4,1,1,32,7,1,1,0.47104
512,7,7,256,3,4,1,7,32,1,1,8,0.07987
512,7,7,256,3,16,1,7,32,7,1,1,1.26771
512,7,7,256,3,2,1,1,32,7,1,1,0.32051
512,7,7,256,3,8,1,1,32,1,7,16,0.106515
512,7,7,256,3,2,1,1,32,1,7,4,0.08294
512,7,7,256,3,2,1,1,32,1,7,16,0.06963
512,7,7,256,3,8,1,7,32,7,1,8,0.13414
512,7,7,256,3,4,1,7,32,1,1,1,0.48177499999999995
512,7,7,256,3,16,1,1,32,7,1,1,1.72442
512,7,7,256,3,16,1,7,32,7,1,16,0.1495
512,7,7,256,3,8,1,1,32,1,1,1,0.73011
512,7,7,256,3,4,1,1,32,7,1,32,0.13722
512,7,7,256,3,1,1,7,32,1,1,32,0.03994
512,7,7,256,3,1,1,1,32,7,1,2,0.14029
512,7,7,256,3,16,1,7,32,7,1,2,0.67072
512,7,7,256,3,16,1,1,32,1,7,32,0.2335
512,7,7,256,3,4,1,1,32,1,1,32,0.168975
512,7,7,256,3,8,1,7,32,7,1,16,0.08806
512,7,7,256,3,2,1,1,32,1,7,32,0.07782
512,7,7,256,3,1,1,1,32,1,1,8,0.14438
512,7,7,256,3,1,1,1,32,1,7,16,0.07578
512,7,7,256,3,16,1,1,32,1,1,1,1.67219
512,7,7,256,3,1,1,1,32,1,7,2,0.10957
512,7,7,256,3,8,1,1,32,1,1,4,0.21914
512,7,7,256,3,1,1,1,32,7,1,8,0.109585
512,7,7,256,3,2,1,1,32,1,7,8,0.06758
512,7,7,256,3,16,1,7,32,1,1,4,0.35942
512,7,7,256,3,8,1,7,32,1,1,32,0.06656
512,7,7,256,3,16,1,1,32,1,1,32,0.25702
512,7,7,256,3,2,1,1,32,1,1,4,0.09728
512,7,7,256,3,2,1,7,32,1,1,4,0.08499
512,7,7,256,3,1,1,1,32,1,7,1,0.19558
512,7,7,256,3,8,1,7,32,1,1,2,0.39014
512,7,7,256,3,4,1,1,32,1,7,2,0.20378
512,7,7,256,3,4,1,7,32,1,1,4,0.13722
512,7,7,256,3,16,1,1,32,7,1,2,0.90419
512,7,7,256,3,8,1,1,32,1,7,1,0.63078
512,7,7,256,3,16,1,7,32,1,1,2,0.64922
512,7,7,256,3,4,1,1,32,1,1,4,0.13773000000000002
512,7,7,256,3,16,1,1,32,1,1,2,0.87757
512,7,7,256,3,8,1,1,32,1,1,8,0.13824
512,7,7,256,3,8,1,7,32,1,1,16,0.08499
512,7,7,256,3,8,1,7,32,7,1,32,0.06554
512,7,7,256,3,4,1,7,32,7,1,4,0.14542500000000003
512,7,7,256,3,8,1,1,32,7,1,32,0.15258
512,7,7,256,3,16,1,7,32,7,1,8,0.22426
512,7,7,256,3,1,1,1,32,7,1,1,0.24986
512,7,7,256,3,16,1,1,32,1,7,16,0.296435
512,7,7,256,3,2,1,1,32,7,1,32,0.13005
512,7,7,256,3,2,1,7,32,7,1,16,0.03994
512,7,7,256,3,4,1,1,32,1,7,4,0.11674
512,7,7,256,3,2,1,7,32,1,1,8,0.05222
512,7,7,256,3,4,1,1,32,7,1,16,0.0983
512,7,7,256,3,2,1,1,32,1,1,32,0.165885
512,7,7,256,3,16,1,1,32,7,1,32,0.26624
512,7,7,256,3,1,1,7,32,7,1,16,0.03789
512,7,7,256,3,2,1,7,32,1,1,2,0.15462
512,7,7,256,3,2,1,1,32,7,1,4,0.10138
512,7,7,256,3,1,1,7,32,1,1,1,0.22426
512,7,7,256,3,2,1,7,32,1,1,1,0.29594
512,7,7,256,3,2,1,1,32,1,7,1,0.25702
512,7,7,256,3,2,1,1,32,1,1,1,0.30925
512,7,7,256,3,8,1,7,32,7,1,1,0.78336
512,7,7,256,3,8,1,7,32,7,1,4,0.22733
512,7,7,256,3,16,1,1,32,1,7,4,0.49867
512,7,7,256,3,8,1,7,32,7,1,2,0.41267
512,7,7,256,3,2,1,1,32,1,1,2,0.16384
512,7,7,256,3,8,1,1,32,1,7,4,0.19251
512,7,7,256,3,8,1,7,32,1,1,4,0.21504
512,7,7,256,3,8,1,1,32,7,1,16,0.126445
512,7,7,256,3,4,1,1,32,1,1,1,0.4608
512,7,7,256,3,1,1,1,32,1,1,16,0.15462
512,7,7,256,3,8,1,1,32,1,1,16,0.12186
512,7,7,256,3,8,1,7,32,1,1,8,0.12698
512,7,7,256,3,4,1,1,32,7,1,8,0.095745
512,7,7,256,3,2,1,7,32,7,1,4,0.0983
512,7,7,256,3,2,1,7,32,7,1,1,0.35021
512,7,7,256,3,1,1,1,32,1,7,4,0.07475
512,7,7,256,3,16,1,7,32,1,1,1,1.23802
512,7,7,256,3,1,1,7,32,7,1,1,0.26317
512,7,7,256,3,4,1,1,32,1,1,2,0.24474
512,7,7,256,3,1,1,7,32,7,1,32,0.03894
512,7,7,256,3,4,1,7,32,7,1,1,0.51405
512,7,7,256,3,1,1,7,32,1,1,16,0.03686
512,7,7,256,3,1,1,7,32,1,1,4,0.06656
512,7,7,256,3,16,1,1,32,1,1,4,0.502275
512,7,7,256,3,4,1,1,32,7,1,4,0.14234
512,7,7,256,3,1,1,1,32,7,1,16,0.11878
512,7,7,256,3,2,1,7,32,7,1,2,0.18128
