K,H,W,C,R,TK,TH,TW,BK,BH,BW,CMult,Time
256,14,14,128,3,1,1,2,32,7,1,2,0.08141000000000001
256,14,14,128,3,2,1,14,32,2,1,1,0.16486
256,14,14,128,3,8,1,1,32,1,14,32,0.13517
256,14,14,128,3,1,2,7,32,1,2,1,0.12902
256,14,14,128,3,8,1,2,32,14,1,1,0.44954
256,14,14,128,3,8,2,7,32,1,1,16,0.09114
256,14,14,128,3,1,1,2,32,14,1,16,0.09011
256,14,14,128,3,4,1,2,32,14,1,1,0.29696
256,14,14,128,3,8,2,7,32,1,2,2,0.29696
256,14,14,128,3,4,2,7,32,1,1,2,0.15053
256,14,14,128,3,1,1,1,32,1,2,4,0.0983
256,14,14,128,3,8,1,14,32,1,1,1,0.53862
256,14,14,128,3,8,1,1,32,2,2,8,0.09933
256,14,14,128,3,4,1,7,32,1,1,8,0.05222
256,14,14,128,3,4,2,2,32,1,7,1,0.22323
256,14,14,128,3,8,1,1,32,2,14,8,0.11162
256,14,14,128,3,2,2,7,32,1,1,8,0.04301
256,14,14,128,3,4,2,7,32,7,1,16,0.05632
256,14,14,128,3,2,1,2,32,2,1,16,0.07885
256,14,14,128,3,2,1,1,32,1,1,32,0.21709
256,14,14,128,3,2,1,7,32,14,2,1,0.34918
256,14,14,128,3,4,1,1,32,2,2,1,0.22835
256,14,14,128,3,8,1,7,32,7,2,32,0.06042
256,14,14,128,3,4,1,7,32,7,1,16,0.04608
256,14,14,128,3,8,1,7,32,14,1,16,0.07987
256,14,14,128,3,1,1,1,32,14,1,1,0.15155
256,14,14,128,3,8,1,1,32,14,1,2,0.24781
256,14,14,128,3,2,2,7,32,7,1,16,0.04403
256,14,14,128,3,8,1,1,32,7,2,4,0.14029
256,14,14,128,3,8,2,2,32,7,1,4,0.18227
256,14,14,128,3,8,1,2,32,2,1,4,0.134125
256,14,14,128,3,4,1,7,32,2,2,1,0.24576
256,14,14,128,3,8,1,1,32,7,1,2,0.23347
256,14,14,128,3,8,1,7,32,1,1,1,0.37274
256,14,14,128,3,4,1,1,32,14,1,32,0.21197
256,14,14,128,3,4,2,7,32,1,1,32,0.05222
256,14,14,128,3,2,1,14,32,2,1,4,0.05272
