==PROF== Connected to process 3013740 (/home/yufan/gpu_kernel_design/executable-2080/CSGyolo-6)
warmup....
block shape <32, 1, 1>
grid shape <64, 2, 17>
512 34 34 256 3 | 2 2 17 32 1 1 8  
==PROF== Disconnected from process 3013740
"ID","Process ID","Process Name","Host Name","Kernel Name","Kernel Time","Context","Stream","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description"
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (dram__cycles_active.avg.pct_of_peak_sustained_elapsed)","%","6.09",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (fbpa__dram_sectors.avg.pct_of_peak_sustained_elapsed)","%","4.03",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (l1tex__data_bank_reads.avg.pct_of_peak_sustained_elapsed)","%","3.12",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (l1tex__data_bank_writes.avg.pct_of_peak_sustained_elapsed)","%","3.05",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (l1tex__data_pipe_lsu_wavefronts.avg.pct_of_peak_sustained_elapsed)","%","27.85",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (l1tex__data_pipe_tex_wavefronts.avg.pct_of_peak_sustained_elapsed)","%","0",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (l1tex__f_wavefronts.avg.pct_of_peak_sustained_elapsed)","%","0.00",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (l1tex__lsu_writeback_active.avg.pct_of_peak_sustained_elapsed)","%","23.64",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (l1tex__lsuin_requests.avg.pct_of_peak_sustained_elapsed)","%","51.87",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (l1tex__m_l1tex2xbar_req_cycles_active.avg.pct_of_peak_sustained_elapsed)","%","7.68",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (l1tex__m_xbar2l1tex_read_sectors.avg.pct_of_peak_sustained_elapsed)","%","18.22",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (l1tex__tex_writeback_active.avg.pct_of_peak_sustained_elapsed)","%","0",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (l1tex__texin_sm2tex_req_cycles_active.avg.pct_of_peak_sustained_elapsed)","%","0.49",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (lts__d_atomic_input_cycles_active.avg.pct_of_peak_sustained_elapsed)","%","7.51",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (lts__d_sectors.avg.pct_of_peak_sustained_elapsed)","%","10.11",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (lts__d_sectors_fill_device.avg.pct_of_peak_sustained_elapsed)","%","1.90",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (lts__d_sectors_fill_sysmem.avg.pct_of_peak_sustained_elapsed)","%","0",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (lts__lts2xbar_cycles_active.avg.pct_of_peak_sustained_elapsed)","%","29.61",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (lts__t_sectors.avg.pct_of_peak_sustained_elapsed)","%","34.01",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (lts__t_tag_requests.avg.pct_of_peak_sustained_elapsed)","%","10.16",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (lts__xbar2lts_cycles_active.avg.pct_of_peak_sustained_elapsed)","%","13.12",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (idc__request_cycles_active.avg.pct_of_peak_sustained_elapsed)","%","0",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (sm__inst_executed.avg.pct_of_peak_sustained_elapsed)","%","50.51",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (sm__inst_executed_pipe_adu.avg.pct_of_peak_sustained_elapsed)","%","1.03",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (sm__inst_executed_pipe_cbu_pred_on_any.avg.pct_of_peak_sustained_elapsed)","%","6.48",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (sm__inst_executed_pipe_fp16.avg.pct_of_peak_sustained_elapsed)","%","0",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (sm__inst_executed_pipe_ipa.avg.pct_of_peak_sustained_elapsed)","%","0",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (sm__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_elapsed)","%","51.87",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (sm__inst_executed_pipe_tex.avg.pct_of_peak_sustained_elapsed)","%","0",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (sm__inst_executed_pipe_uniform.avg.pct_of_peak_sustained_elapsed)","%","0.63",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (sm__inst_executed_pipe_xu.avg.pct_of_peak_sustained_elapsed)","%","0.04",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (sm__issue_active.avg.pct_of_peak_sustained_elapsed)","%","50.51",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (sm__mio2rf_writeback_active.avg.pct_of_peak_sustained_elapsed)","%","11.81",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (sm__mio_inst_issued.avg.pct_of_peak_sustained_elapsed)","%","17.63",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (sm__mio_pq_read_cycles_active.avg.pct_of_peak_sustained_elapsed)","%","2.37",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (sm__mio_pq_write_cycles_active.avg.pct_of_peak_sustained_elapsed)","%","2.34",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (sm__pipe_alu_cycles_active.avg.pct_of_peak_sustained_elapsed)","%","7.28",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (sm__pipe_fma_cycles_active.avg.pct_of_peak_sustained_elapsed)","%","74.59",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (sm__pipe_fp64_cycles_active.avg.pct_of_peak_sustained_elapsed)","%","0",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed)","%","0",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SOL {UNIT}: {COMPOUND_NAME} (sm__pipe_tensor_cycles_active.avg.pct_of_peak_sustained_elapsed)","%","0",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","DRAM Frequency","cycle/second","6,822,154,770.06",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","SM Frequency","cycle/second","1,355,979,613.40",
"0","3013740","CSGyolo-6","127.0.0.1","conv_kernel(float const*, float const*, float*)","2022-Jun-13 14:23:43","1","7","GPU Speed Of Light","Elapsed Cycles","cycle","445,959",
