K,H,W,C,R,TK,TH,TW,BK,BH,BW,CMult,Time
128,27,27,128,3,4,1,9,32,9,1,32,0.096275
128,27,27,128,3,1,1,9,32,3,1,16,0.05222
128,27,27,128,3,1,3,9,32,9,1,8,0.06861
128,27,27,128,3,1,1,3,32,3,1,32,0.16179
128,27,27,128,3,4,3,3,32,1,9,1,0.48128
128,27,27,128,3,2,3,3,32,3,9,8,0.08909
128,27,27,128,3,2,1,9,32,9,1,1,0.23757
128,27,27,128,3,1,1,1,32,1,3,1,0.15155
128,27,27,128,3,1,1,9,32,3,1,4,0.05939
128,27,27,128,3,1,9,9,32,3,1,8,0.09011
128,27,27,128,3,4,1,3,32,3,1,1,0.33894
128,27,27,128,3,2,1,3,32,3,9,1,0.27238
128,27,27,128,3,4,3,3,32,3,3,16,0.10035
128,27,27,128,3,2,1,3,32,1,9,16,0.07168
128,27,27,128,3,4,3,3,32,9,3,16,0.12288
128,27,27,128,3,1,3,3,32,3,3,16,0.06861
128,27,27,128,3,1,1,3,32,3,3,16,0.08602
128,27,27,128,3,4,1,27,32,1,1,1,0.50688
128,27,27,128,3,1,1,1,32,3,9,8,0.17101
128,27,27,128,3,1,1,3,32,9,1,1,0.16896
128,27,27,128,3,4,1,3,32,3,1,2,0.19046
128,27,27,128,3,1,1,1,32,1,1,4,0.21811
128,27,27,128,3,1,9,9,32,1,3,4,0.11059
128,27,27,128,3,4,3,3,32,3,9,1,0.89702
128,27,27,128,3,4,1,1,32,1,1,2,0.13824
128,27,27,128,3,2,3,9,32,1,1,16,0.06042
128,27,27,128,3,4,3,9,32,3,1,2,0.33587
128,27,27,128,3,2,3,3,32,9,3,32,0.12803
128,27,27,128,3,1,1,3,32,1,3,8,0.0768
128,27,27,128,3,2,1,3,32,1,1,2,0.1024
128,27,27,128,3,4,3,9,32,9,1,4,0.26112
128,27,27,128,3,2,3,3,32,3,9,1,0.50536
128,27,27,128,3,2,1,27,32,1,1,1,0.21197
128,27,27,128,3,2,3,3,32,9,3,4,0.15667
128,27,27,128,3,1,3,27,32,3,1,32,0.070675
128,27,27,128,3,1,3,9,32,1,1,2,0.08909
128,27,27,128,3,1,1,9,32,1,3,1,0.16488
128,27,27,128,3,1,3,9,32,1,3,32,0.04403
128,27,27,128,3,4,3,3,32,3,9,2,0.4649
128,27,27,128,3,4,1,1,32,3,1,8,0.15872
128,27,27,128,3,1,3,3,32,9,1,8,0.07475
128,27,27,128,3,2,1,3,32,1,1,32,0.16691
128,27,27,128,3,2,1,3,32,1,3,4,0.074255
128,27,27,128,3,2,1,1,32,1,3,1,0.14438
128,27,27,128,3,4,1,1,32,1,1,16,0.24781
128,27,27,128,3,2,1,1,32,9,3,8,0.1536
128,27,27,128,3,1,1,27,32,1,1,16,0.040465
128,27,27,128,3,1,1,9,32,3,1,1,0.18944
128,27,27,128,3,4,3,3,32,1,9,16,0.09421
