K,H,W,C,R,TK,TH,TW,BK,BH,BW,CMult,Time
1024,17,17,512,3,8,1,1,32,1,1,1,2.43098
1024,17,17,512,3,16,1,1,32,1,1,1,7.22893
1024,17,17,512,3,4,1,1,32,1,1,16,3.25427
1024,17,17,512,3,1,1,17,32,1,1,1,0.66864
1024,17,17,512,3,16,1,1,32,1,1,4,3.060225
1024,17,17,512,3,1,1,17,32,1,1,8,0.3876
1024,17,17,512,3,32,1,1,32,1,1,2,5.30331
1024,17,17,512,3,16,1,1,32,1,1,2,5.184495
1024,17,17,512,3,8,1,1,32,1,1,4,1.55546
1024,17,17,512,3,1,1,17,32,1,1,32,0.453615
1024,17,17,512,3,2,1,1,32,1,1,4,2.3684950000000002
1024,17,17,512,3,1,1,1,32,1,1,16,3.78061
1024,17,17,512,3,1,1,1,32,1,1,32,7.004675000000001
1024,17,17,512,3,4,1,1,32,1,1,2,1.547265
1024,17,17,512,3,1,1,1,32,1,1,2,3.268595
1024,17,17,512,3,1,1,17,32,1,1,2,0.40858
1024,17,17,512,3,1,1,1,32,1,1,4,3.40123
1024,17,17,512,3,32,1,1,32,1,1,16,3.969535
1024,17,17,512,3,4,1,17,32,1,1,2,0.74752
1024,17,17,512,3,2,1,17,32,1,1,1,0.86838
1024,17,17,512,3,8,1,17,32,1,1,4,0.64922
1024,17,17,512,3,1,1,1,32,1,1,1,2.98496
1024,17,17,512,3,16,1,1,32,1,1,8,3.93779
1024,17,17,512,3,4,1,17,32,1,1,16,0.35021
1024,17,17,512,3,4,1,17,32,1,1,4,0.412655
1024,17,17,512,3,8,1,17,32,1,1,8,0.37885
1024,17,17,512,3,4,1,17,32,1,1,8,0.33024
1024,17,17,512,3,2,1,1,32,1,1,16,2.86106
1024,17,17,512,3,16,1,1,32,1,1,16,5.267440000000001
1024,17,17,512,3,8,1,17,32,1,1,16,0.41832
1024,17,17,512,3,1,1,17,32,1,1,4,0.33331
1024,17,17,512,3,32,1,1,32,1,1,4,3.6055
1024,17,17,512,3,2,1,1,32,1,1,1,1.947155
1024,17,17,512,3,8,1,1,32,1,1,2,1.2503
1024,17,17,512,3,8,1,1,32,1,1,32,4.01715
1024,17,17,512,3,2,1,1,32,1,1,8,2.57434
1024,17,17,512,3,8,1,17,32,1,1,1,2.4832
1024,17,17,512,3,32,1,1,32,1,1,32,5.714435
1024,17,17,512,3,32,1,1,32,1,1,1,8.897535000000001
1024,17,17,512,3,1,1,17,32,1,1,16,0.42291
1024,17,17,512,3,4,1,17,32,1,1,32,0.41165
1024,17,17,512,3,2,1,17,32,1,1,2,0.47870500000000005
1024,17,17,512,3,8,1,1,32,1,1,8,2.20467
1024,17,17,512,3,32,1,1,32,1,1,8,2.73459
1024,17,17,512,3,4,1,1,32,1,1,8,2.40693
1024,17,17,512,3,4,1,1,32,1,1,1,1.3327550000000001
1024,17,17,512,3,2,1,1,32,1,1,32,5.116925
1024,17,17,512,3,8,1,17,32,1,1,32,0.5079
1024,17,17,512,3,4,1,1,32,1,1,32,3.69203
1024,17,17,512,3,1,1,1,32,1,1,8,3.4595700000000003
1024,17,17,512,3,2,1,17,32,1,1,32,0.41422499999999995
1024,17,17,512,3,4,1,17,32,1,1,1,1.46944
1024,17,17,512,3,2,1,17,32,1,1,16,0.35942
1024,17,17,512,3,2,1,1,32,1,1,2,2.0725749999999996
1024,17,17,512,3,8,1,1,32,1,1,16,2.94963
1024,17,17,512,3,16,1,1,32,1,1,32,6.890995
1024,17,17,512,3,2,1,17,32,1,1,8,0.35226
