K,H,W,C,R,TK,TH,TW,BK,BH,BW,CMult,Time
128,27,27,64,3,1,1,9,32,1,3,16,0.04435
128,27,27,64,3,4,1,1,32,1,1,4,0.167555
128,27,27,64,3,4,1,3,32,1,3,8,0.07475
128,27,27,64,3,4,1,1,32,3,1,1,0.1328
128,27,27,64,3,2,1,9,32,1,1,2,0.058480000000000004
128,27,27,64,3,1,1,1,32,3,9,1,0.16597
128,27,27,64,3,1,9,9,32,1,1,16,0.07672000000000001
128,27,27,64,3,2,1,27,32,9,1,16,0.053105
128,27,27,64,3,2,1,3,32,9,1,8,0.09331
128,27,27,64,3,1,3,3,32,1,1,16,0.09974
128,27,27,64,3,2,3,9,32,9,1,16,0.0752
128,27,27,64,3,2,1,3,32,1,1,16,0.14848
128,27,27,64,3,4,3,3,32,1,3,1,0.223245
128,27,27,64,3,4,3,9,32,3,3,32,0.0668
128,27,27,64,3,1,1,1,32,9,1,1,0.15753499999999998
128,27,27,64,3,2,1,1,32,3,3,32,0.345005
128,27,27,64,3,2,3,3,32,9,1,16,0.09475
128,27,27,64,3,1,1,1,32,3,9,8,0.20301
128,27,27,64,3,1,1,1,32,3,9,32,0.42432000000000003
128,27,27,64,3,4,3,3,32,9,1,32,0.18216
128,27,27,64,3,4,1,9,32,3,1,16,0.047155
128,27,27,64,3,2,3,3,32,9,1,2,0.09495999999999999
128,27,27,64,3,4,1,27,32,3,1,32,0.07104
128,27,27,64,3,1,1,3,32,3,9,4,0.10061
128,27,27,64,3,1,1,1,32,3,1,1,0.15931
128,27,27,64,3,2,1,3,32,1,1,8,0.10939
128,27,27,64,3,1,1,9,32,3,1,2,0.051085
128,27,27,64,3,1,3,3,32,1,9,16,0.04758
128,27,27,64,3,1,1,1,32,1,1,8,0.285665
128,27,27,64,3,4,1,3,32,1,3,2,0.09952
128,27,27,64,3,4,1,9,32,9,1,32,0.06688
128,27,27,64,3,4,3,9,32,3,1,1,0.20854
128,27,27,64,3,1,9,9,32,3,1,4,0.06656
128,27,27,64,3,4,1,1,32,9,1,2,0.13481500000000002
128,27,27,64,3,2,1,3,32,1,3,8,0.071185
128,27,27,64,3,2,1,1,32,1,3,4,0.1091
128,27,27,64,3,1,3,3,32,9,1,8,0.074545
128,27,27,64,3,4,3,3,32,3,9,32,0.118065
128,27,27,64,3,1,1,1,32,1,3,4,0.13334
128,27,27,64,3,1,1,1,32,1,9,8,0.16667500000000002
128,27,27,64,3,1,1,27,32,3,1,32,0.042429999999999995
128,27,27,64,3,1,3,3,32,9,3,1,0.17587
128,27,27,64,3,2,1,1,32,1,9,4,0.11293
128,27,27,64,3,4,1,1,32,9,3,16,0.24592
128,27,27,64,3,4,1,3,32,9,3,1,0.273775
128,27,27,64,3,1,3,27,32,1,1,4,0.04515
128,27,27,64,3,4,1,3,32,9,1,1,0.19638
128,27,27,64,3,2,1,1,32,3,3,16,0.20414500000000002
128,27,27,64,3,1,1,3,32,1,3,16,0.08984
128,27,27,64,3,1,1,1,32,1,3,8,0.155725
128,27,27,64,3,1,3,3,32,1,3,1,0.07558500000000001
128,27,27,64,3,1,1,27,32,9,1,32,0.06392
128,27,27,64,3,1,1,3,32,1,1,8,0.12126
128,27,27,64,3,1,1,3,32,1,1,4,0.10400000000000001
128,27,27,64,3,4,1,3,32,3,1,1,0.18238500000000002
128,27,27,64,3,1,1,9,32,1,3,1,0.06541
128,27,27,64,3,1,1,27,32,9,1,1,0.15367999999999998
128,27,27,64,3,2,1,1,32,3,1,4,0.129215
128,27,27,64,3,2,1,1,32,9,3,2,0.135185
128,27,27,64,3,4,1,1,32,1,3,4,0.11379
128,27,27,64,3,1,3,27,32,3,1,32,0.086835
128,27,27,64,3,1,1,27,32,3,1,16,0.03462
128,27,27,64,3,2,3,3,32,3,3,8,0.053185
128,27,27,64,3,4,3,9,32,9,1,4,0.13818
128,27,27,64,3,4,1,3,32,1,3,4,0.074515
128,27,27,64,3,1,1,1,32,3,1,2,0.15232
128,27,27,64,3,2,1,3,32,3,1,2,0.07392
128,27,27,64,3,2,1,1,32,9,1,2,0.121935
128,27,27,64,3,1,3,9,32,1,1,16,0.04554
128,27,27,64,3,2,3,3,32,1,9,1,0.11845
128,27,27,64,3,4,1,9,32,3,1,2,0.09936
128,27,27,64,3,2,1,1,32,3,9,8,0.172975
128,27,27,64,3,1,1,9,32,9,1,2,0.068685
