K,H,W,C,R,TK,TH,TW,BK,BH,BW,CMult,Time
512,7,7,512,3,8,1,7,32,7,1,16,0.25264
512,7,7,512,3,4,1,7,32,1,1,1,1.21034
512,7,7,512,3,4,1,1,32,1,1,32,0.449185
512,7,7,512,3,4,1,1,32,1,1,8,0.40013
512,7,7,512,3,2,1,7,32,7,1,32,0.069235
512,7,7,512,3,16,1,7,32,7,1,1,6.400445
512,7,7,512,3,4,1,1,32,7,1,16,0.22516999999999998
512,7,7,512,3,4,1,1,32,7,1,4,0.317455
512,7,7,512,3,16,1,1,32,7,1,1,5.429695
512,7,7,512,3,2,7,7,32,1,1,4,0.44992
512,7,7,512,3,1,1,1,32,7,1,1,0.624465
512,7,7,512,3,16,1,1,32,7,1,4,1.416445
512,7,7,512,3,8,1,1,32,7,1,4,0.51901
512,7,7,512,3,8,1,7,32,7,1,4,0.88008
512,7,7,512,3,16,1,7,32,7,1,8,0.89072
512,7,7,512,3,4,1,1,32,1,7,32,0.24149
512,7,7,512,3,2,1,7,32,1,1,2,0.36551999999999996
512,7,7,512,3,2,1,1,32,1,7,8,0.22123500000000001
512,7,7,512,3,4,1,7,32,1,1,16,0.11198
512,7,7,512,3,1,1,1,32,1,1,1,0.59168
512,7,7,512,3,16,1,7,32,1,1,4,1.637475
512,7,7,512,3,8,1,7,32,1,1,4,0.84184
512,7,7,512,3,2,1,1,32,7,1,32,0.30781000000000003
512,7,7,512,3,1,1,1,32,1,1,4,0.52973
512,7,7,512,3,2,1,1,32,1,7,4,0.221215
512,7,7,512,3,2,1,7,32,1,1,1,0.71317
512,7,7,512,3,4,1,1,32,1,7,16,0.19437
512,7,7,512,3,8,1,1,32,1,1,1,2.03403
512,7,7,512,3,8,1,1,32,1,1,4,0.5656650000000001
512,7,7,512,3,2,1,7,32,1,1,32,0.097105
512,7,7,512,3,1,1,7,32,7,1,2,0.33352000000000004
512,7,7,512,3,16,1,1,32,1,7,8,0.77664
512,7,7,512,3,8,1,1,32,1,7,32,0.223885
512,7,7,512,3,1,1,7,32,7,1,32,0.09325
512,7,7,512,3,1,1,1,32,7,1,16,0.388255
512,7,7,512,3,16,1,1,32,1,7,32,0.630175
512,7,7,512,3,1,1,1,32,1,7,32,0.350605
512,7,7,512,3,16,1,1,32,1,7,2,2.71221
512,7,7,512,3,16,1,1,32,1,1,2,2.7101949999999997
512,7,7,512,3,16,1,7,32,1,1,8,0.8468800000000001
512,7,7,512,3,16,1,7,32,7,1,2,3.2367049999999997
512,7,7,512,3,4,1,1,32,1,7,1,1.03843
512,7,7,512,3,16,1,1,32,1,7,1,5.449199999999999
512,7,7,512,3,8,1,7,32,1,1,8,0.44125
512,7,7,512,3,4,1,7,32,7,1,1,1.300655
512,7,7,512,3,2,1,1,32,7,1,8,0.25616
512,7,7,512,3,2,7,7,32,1,1,1,1.64371
512,7,7,512,3,1,1,1,32,1,1,32,0.68144
512,7,7,512,3,16,1,1,32,7,1,2,2.695215
512,7,7,512,3,1,1,7,32,7,1,16,0.09213
512,7,7,512,3,1,1,1,32,1,7,2,0.29601500000000003
512,7,7,512,3,1,7,7,32,1,1,16,0.088655
512,7,7,512,3,16,1,1,32,7,1,32,0.71184
512,7,7,512,3,8,1,1,32,1,1,16,0.438945
512,7,7,512,3,4,1,7,32,1,1,32,0.08856
512,7,7,512,3,1,1,7,32,1,1,8,0.105135
512,7,7,512,3,4,1,7,32,7,1,2,0.664
512,7,7,512,3,2,1,7,32,7,1,16,0.08019
512,7,7,512,3,16,1,1,32,1,1,1,5.44834
512,7,7,512,3,4,1,7,32,1,1,2,0.62085
512,7,7,512,3,1,1,1,32,1,7,16,0.323795
512,7,7,512,3,4,1,7,32,7,1,4,0.34797
512,7,7,512,3,1,1,7,32,7,1,8,0.10964499999999999
512,7,7,512,3,2,1,1,32,1,1,16,0.439695
512,7,7,512,3,4,1,1,32,1,1,1,1.12144
512,7,7,512,3,1,7,7,32,1,1,8,0.14438
512,7,7,512,3,2,1,1,32,7,1,4,0.256595
512,7,7,512,3,2,1,1,32,1,7,16,0.23611500000000002
512,7,7,512,3,8,1,1,32,1,1,32,0.466545
512,7,7,512,3,8,1,1,32,1,1,2,1.029695
512,7,7,512,3,4,1,7,32,7,1,16,0.10976
512,7,7,512,3,2,7,7,32,1,1,16,0.14768
512,7,7,512,3,1,1,1,32,1,7,4,0.30017499999999997
512,7,7,512,3,8,1,7,32,1,1,32,0.14479999999999998
512,7,7,512,3,16,1,1,32,1,1,16,0.627665
512,7,7,512,3,4,1,7,32,7,1,32,0.08005999999999999
512,7,7,512,3,16,1,7,32,7,1,4,1.70093
512,7,7,512,3,2,1,1,32,1,7,2,0.343855
512,7,7,512,3,4,1,1,32,1,7,4,0.286385
512,7,7,512,3,8,1,1,32,7,1,16,0.23915
512,7,7,512,3,4,1,1,32,1,7,2,0.538465
