K,H,W,C,R,TK,TH,TW,BK,BH,BW,CMult,Time
1024,17,17,512,3,1,1,17,32,1,1,32,0.6647700000000001
1024,17,17,512,3,1,1,17,32,1,1,16,0.64952
1024,17,17,512,3,1,1,1,32,1,1,1,6.728845
1024,17,17,512,3,1,1,1,32,1,1,16,8.33296
1024,17,17,512,3,2,1,17,32,1,1,8,0.39808
1024,17,17,512,3,16,1,1,32,1,1,16,8.60651
1024,17,17,512,3,1,1,17,32,1,1,2,0.607905
1024,17,17,512,3,4,1,17,32,1,1,32,0.5168299999999999
1024,17,17,512,3,8,1,1,32,1,1,8,4.15507
1024,17,17,512,3,1,1,1,32,1,1,32,10.053555
1024,17,17,512,3,8,1,1,32,1,1,16,5.860125
1024,17,17,512,3,1,1,17,32,1,1,8,0.6308499999999999
1024,17,17,512,3,2,1,1,32,1,1,8,4.706910000000001
1024,17,17,512,3,16,1,1,32,1,1,32,11.278880000000001
1024,17,17,512,3,4,1,1,32,1,1,8,4.34872
1024,17,17,512,3,16,1,1,32,1,1,1,7.504465
1024,17,17,512,3,2,1,1,32,1,1,16,5.08323
1024,17,17,512,3,4,1,1,32,1,1,1,3.751165
1024,17,17,512,3,32,1,1,32,1,1,32,8.56051
1024,17,17,512,3,8,1,17,32,1,1,4,0.507875
1024,17,17,512,3,4,1,1,32,1,1,16,6.01632
1024,17,17,512,3,8,1,17,32,1,1,1,1.8505
1024,17,17,512,3,32,1,1,32,1,1,16,5.752865
1024,17,17,512,3,4,1,1,32,1,1,32,6.53384
1024,17,17,512,3,8,1,17,32,1,1,2,0.9552149999999999
1024,17,17,512,3,8,1,1,32,1,1,4,3.68011
1024,17,17,512,3,2,1,1,32,1,1,1,4.338115
1024,17,17,512,3,2,1,17,32,1,1,32,0.57168
1024,17,17,512,3,2,1,17,32,1,1,2,0.463215
1024,17,17,512,3,2,1,1,32,1,1,4,4.389155000000001
1024,17,17,512,3,16,1,1,32,1,1,8,7.080095
1024,17,17,512,3,4,1,17,32,1,1,8,0.35539
1024,17,17,512,3,32,1,1,32,1,1,8,4.96339
1024,17,17,512,3,1,1,1,32,1,1,2,6.56085
1024,17,17,512,3,4,1,1,32,1,1,2,3.449935
1024,17,17,512,3,32,1,1,32,1,1,1,8.404335
1024,17,17,512,3,8,1,1,32,1,1,1,4.230385
1024,17,17,512,3,4,1,17,32,1,1,2,0.68725
1024,17,17,512,3,1,1,1,32,1,1,8,6.8247
1024,17,17,512,3,8,1,17,32,1,1,32,0.47779499999999997
1024,17,17,512,3,2,1,1,32,1,1,2,4.36163
1024,17,17,512,3,2,1,17,32,1,1,16,0.48134
1024,17,17,512,3,8,1,1,32,1,1,2,3.4488649999999996
1024,17,17,512,3,1,1,17,32,1,1,1,0.665665
1024,17,17,512,3,8,1,17,32,1,1,16,0.408115
1024,17,17,512,3,4,1,17,32,1,1,4,0.42154
1024,17,17,512,3,4,1,17,32,1,1,1,1.35312
1024,17,17,512,3,4,1,1,32,1,1,4,3.5784149999999997
1024,17,17,512,3,8,1,17,32,1,1,8,0.38470499999999996
1024,17,17,512,3,2,1,17,32,1,1,1,0.8048299999999999
1024,17,17,512,3,8,1,1,32,1,1,32,6.894705
1024,17,17,512,3,32,1,1,32,1,1,2,5.0523050000000005
