K,H,W,C,R,TK,TH,TW,BK,BH,BW,CMult,Time
64,54,54,32,3,2,1,2,32,1,9,1,0.07155
64,54,54,32,3,2,2,9,32,1,3,16,0.04947
64,54,54,32,3,2,1,3,32,3,2,16,0.12772499999999998
64,54,54,32,3,2,2,6,32,3,3,16,0.06099
64,54,54,32,3,2,1,9,32,6,3,4,0.06163
64,54,54,32,3,1,1,27,32,6,1,8,0.041485
64,54,54,32,3,1,1,1,32,6,1,8,0.25994
64,54,54,32,3,2,2,2,32,3,3,32,0.214145
64,54,54,32,3,2,6,9,32,3,1,16,0.130065
64,54,54,32,3,1,9,9,32,1,3,4,0.05408
64,54,54,32,3,2,1,6,32,3,1,4,0.05187
64,54,54,32,3,2,3,9,32,3,2,16,0.066125
64,54,54,32,3,1,1,18,32,6,1,1,0.048895
64,54,54,32,3,1,1,6,32,9,3,32,0.13187
64,54,54,32,3,1,1,27,32,2,1,16,0.04189
64,54,54,32,3,1,1,18,32,1,1,4,0.033485
64,54,54,32,3,1,1,2,32,3,9,16,0.221005
64,54,54,32,3,1,3,6,32,9,1,4,0.05488
64,54,54,32,3,1,2,6,32,3,1,32,0.123425
64,54,54,32,3,1,3,9,32,2,1,32,0.103475
64,54,54,32,3,2,2,9,32,1,3,32,0.07221
64,54,54,32,3,2,3,6,32,9,1,32,0.16566
64,54,54,32,3,2,2,2,32,3,3,1,0.09048
64,54,54,32,3,1,1,1,32,6,3,4,0.251935
64,54,54,32,3,2,3,9,32,2,1,2,0.056319999999999995
64,54,54,32,3,1,1,1,32,6,1,32,0.73469
64,54,54,32,3,1,3,3,32,2,1,32,0.19648
64,54,54,32,3,2,1,3,32,6,1,1,0.07464000000000001
64,54,54,32,3,1,1,9,32,3,3,8,0.048815
64,54,54,32,3,1,3,9,32,1,1,8,0.04493
64,54,54,32,3,1,3,3,32,3,2,16,0.089105
64,54,54,32,3,2,3,18,32,6,1,16,0.09114
64,54,54,32,3,2,1,3,32,9,2,2,0.081555
64,54,54,32,3,2,1,1,32,1,6,1,0.104115
64,54,54,32,3,1,3,9,32,6,2,32,0.10278
64,54,54,32,3,1,3,3,32,9,2,2,0.08659
64,54,54,32,3,1,2,3,32,3,9,1,0.072335
64,54,54,32,3,1,1,27,32,1,1,8,0.034195
64,54,54,32,3,2,3,3,32,6,2,32,0.172
64,54,54,32,3,2,1,2,32,6,3,16,0.266895
64,54,54,32,3,1,1,3,32,3,1,2,0.080435
64,54,54,32,3,2,1,3,32,2,1,2,0.07181
64,54,54,32,3,1,1,3,32,2,6,16,0.16016
64,54,54,32,3,2,1,9,32,2,3,1,0.05197
64,54,54,32,3,2,2,2,32,1,9,1,0.089325
64,54,54,32,3,1,1,1,32,1,2,4,0.1663
64,54,54,32,3,2,1,9,32,3,1,4,0.04096
64,54,54,32,3,2,3,9,32,1,1,1,0.09258
64,54,54,32,3,1,1,3,32,3,3,8,0.10016
64,54,54,32,3,1,1,2,32,6,3,1,0.11165
64,54,54,32,3,1,1,3,32,3,2,16,0.14164500000000002
64,54,54,32,3,1,2,9,32,1,2,4,0.032909999999999995
64,54,54,32,3,2,6,9,32,3,1,2,0.08664
64,54,54,32,3,2,1,1,32,6,3,16,0.49468999999999996
64,54,54,32,3,2,1,3,32,1,1,8,0.13272
64,54,54,32,3,2,2,9,32,3,1,4,0.04365
64,54,54,32,3,1,1,2,32,9,1,32,0.39373
64,54,54,32,3,1,1,9,32,9,1,2,0.05315
64,54,54,32,3,2,1,1,32,3,3,8,0.20323
64,54,54,32,3,2,2,9,32,3,3,32,0.07434
64,54,54,32,3,1,6,6,32,3,3,32,0.105745
64,54,54,32,3,2,3,3,32,2,1,8,0.08896
64,54,54,32,3,1,1,1,32,2,3,8,0.21261
64,54,54,32,3,1,1,3,32,3,1,4,0.086895
64,54,54,32,3,2,1,18,32,1,1,4,0.0327
64,54,54,32,3,2,6,9,32,1,1,8,0.06099
64,54,54,32,3,2,1,2,32,6,1,32,0.32843500000000003
64,54,54,32,3,1,1,9,32,3,1,1,0.05046
64,54,54,32,3,2,2,18,32,1,1,1,0.067215
64,54,54,32,3,1,1,9,32,2,1,1,0.05008
64,54,54,32,3,2,1,3,32,1,6,1,0.06653
64,54,54,32,3,2,2,2,32,3,9,2,0.072045
64,54,54,32,3,2,1,1,32,1,1,8,0.32752
64,54,54,32,3,2,6,6,32,1,1,1,0.1047
64,54,54,32,3,2,1,1,32,9,2,1,0.150515
64,54,54,32,3,2,3,9,32,9,1,2,0.0791
64,54,54,32,3,1,6,6,32,1,3,8,0.03875
64,54,54,32,3,2,2,2,32,1,9,4,0.078285
64,54,54,32,3,1,2,3,32,1,9,4,0.0532
64,54,54,32,3,1,1,9,32,3,2,2,0.045325000000000004
64,54,54,32,3,2,1,2,32,2,1,2,0.08184
64,54,54,32,3,1,6,9,32,1,2,32,0.09408
64,54,54,32,3,2,3,3,32,1,9,16,0.06566
64,54,54,32,3,2,1,3,32,3,2,8,0.085775
64,54,54,32,3,1,2,3,32,1,1,4,0.08360000000000001
64,54,54,32,3,1,1,9,32,6,3,32,0.13742500000000002
64,54,54,32,3,2,1,3,32,6,3,4,0.10053000000000001
64,54,54,32,3,2,3,9,32,9,1,4,0.053965
64,54,54,32,3,1,1,3,32,1,2,2,0.075025
64,54,54,32,3,2,2,3,32,3,2,16,0.10243
64,54,54,32,3,2,2,27,32,3,1,8,0.05434
