K,H,W,C,R,TK,TH,TW,BK,BH,BW,CMult,Time
32,108,108,3,3,1,3,6,32,3,3,3,0.02074
32,108,108,3,3,1,1,1,32,1,4,1,0.048625
32,108,108,3,3,1,1,6,32,9,3,1,0.02637
32,108,108,3,3,1,2,2,32,1,3,3,0.036625
32,108,108,3,3,1,1,18,32,2,1,1,0.01389
32,108,108,3,3,1,1,6,32,12,1,3,0.03354
32,108,108,3,3,1,3,9,32,2,1,1,0.01933
32,108,108,3,3,1,6,9,32,6,1,1,0.03158
32,108,108,3,3,1,4,9,32,3,2,1,0.01763
32,108,108,3,3,1,4,6,32,3,1,1,0.0239
32,108,108,3,3,1,1,3,32,2,4,1,0.02438
32,108,108,3,3,1,4,6,32,1,1,1,0.022350000000000002
32,108,108,3,3,1,2,3,32,1,9,3,0.02842
32,108,108,3,3,1,2,3,32,1,3,3,0.02736
32,108,108,3,3,1,6,6,32,1,1,3,0.046415
32,108,108,3,3,1,3,3,32,1,2,3,0.03414
32,108,108,3,3,1,3,9,32,9,1,3,0.043215
32,108,108,3,3,1,9,9,32,1,1,3,0.059185
32,108,108,3,3,1,3,4,32,3,3,1,0.01651
32,108,108,3,3,1,2,2,32,2,9,3,0.049905
32,108,108,3,3,1,3,27,32,3,1,1,0.02022
32,108,108,3,3,1,1,1,32,4,4,1,0.053645
32,108,108,3,3,1,1,1,32,2,1,3,0.13416
32,108,108,3,3,1,2,9,32,3,3,3,0.02035
32,108,108,3,3,1,1,9,32,6,1,3,0.023955
32,108,108,3,3,1,1,3,32,6,1,3,0.05104
32,108,108,3,3,1,1,6,32,4,1,1,0.020175
32,108,108,3,3,1,4,9,32,9,1,1,0.02598
32,108,108,3,3,1,1,1,32,1,12,3,0.12672
32,108,108,3,3,1,4,9,32,1,2,3,0.02358
32,108,108,3,3,1,1,9,32,6,1,1,0.01754
32,108,108,3,3,1,2,27,32,3,1,1,0.01907
32,108,108,3,3,1,1,3,32,2,1,3,0.04982
32,108,108,3,3,1,1,3,32,9,1,3,0.055345
32,108,108,3,3,1,2,6,32,9,2,3,0.02707
32,108,108,3,3,1,1,1,32,1,1,1,0.08851
32,108,108,3,3,1,1,2,32,4,1,1,0.0369
32,108,108,3,3,1,1,9,32,1,1,3,0.02976
32,108,108,3,3,1,1,1,32,4,6,1,0.07123
32,108,108,3,3,1,1,6,32,2,1,3,0.02893
32,108,108,3,3,1,1,4,32,1,3,3,0.03318
32,108,108,3,3,1,3,6,32,3,2,3,0.023215
32,108,108,3,3,1,2,3,32,9,1,1,0.03517
32,108,108,3,3,1,2,3,32,1,9,1,0.022925
32,108,108,3,3,1,6,9,32,2,1,1,0.03094
32,108,108,3,3,1,4,6,32,3,3,3,0.024524999999999998
32,108,108,3,3,1,3,3,32,1,6,1,0.017585
32,108,108,3,3,1,2,27,32,2,1,1,0.018575
32,108,108,3,3,1,3,3,32,1,1,3,0.059245
32,108,108,3,3,1,2,3,32,6,4,3,0.0328
32,108,108,3,3,1,1,2,32,3,6,3,0.083375
32,108,108,3,3,1,1,3,32,3,1,1,0.02954
32,108,108,3,3,1,3,9,32,3,2,1,0.01901
32,108,108,3,3,1,3,9,32,1,1,3,0.02944
32,108,108,3,3,1,2,3,32,2,1,3,0.04336
32,108,108,3,3,1,4,9,32,1,3,3,0.02195
32,108,108,3,3,1,3,3,32,1,9,3,0.026385
32,108,108,3,3,1,2,3,32,1,6,3,0.025294999999999998
32,108,108,3,3,1,3,3,32,6,2,3,0.03878
32,108,108,3,3,1,1,2,32,2,6,3,0.06477
32,108,108,3,3,1,3,6,32,3,1,3,0.03082
32,108,108,3,3,1,1,3,32,3,3,3,0.04566
32,108,108,3,3,1,3,9,32,2,1,3,0.029325
32,108,108,3,3,1,1,12,32,6,1,3,0.02038
32,108,108,3,3,1,1,1,32,3,1,3,0.13738
32,108,108,3,3,1,1,6,32,9,1,1,0.02358
32,108,108,3,3,1,1,2,32,12,1,1,0.04467
32,108,108,3,3,1,4,9,32,1,1,3,0.033745
32,108,108,3,3,1,2,9,32,2,3,3,0.01744
32,108,108,3,3,1,3,6,32,2,3,3,0.017985
32,108,108,3,3,1,2,18,32,6,1,1,0.01744
32,108,108,3,3,1,1,6,32,1,1,1,0.022765
32,108,108,3,3,1,1,6,32,6,3,3,0.03402
32,108,108,3,3,1,2,2,32,1,6,3,0.033235
32,108,108,3,3,1,4,6,32,3,2,1,0.01805
32,108,108,3,3,1,3,9,32,12,1,3,0.031215
32,108,108,3,3,1,1,4,32,6,3,3,0.04979
32,108,108,3,3,1,2,2,32,6,2,1,0.03059
32,108,108,3,3,1,3,6,32,12,1,1,0.0208
32,108,108,3,3,1,1,18,32,12,1,1,0.01443
32,108,108,3,3,1,1,27,32,12,1,3,0.01978
32,108,108,3,3,1,2,2,32,3,1,3,0.060975
32,108,108,3,3,1,1,9,32,6,2,1,0.0169
32,108,108,3,3,1,2,2,32,1,2,1,0.030385000000000002
32,108,108,3,3,1,1,18,32,1,1,1,0.01387
32,108,108,3,3,1,1,3,32,1,2,1,0.0265
32,108,108,3,3,1,1,6,32,9,1,3,0.03162
32,108,108,3,3,1,1,9,32,2,2,1,0.01507
32,108,108,3,3,1,2,2,32,9,3,3,0.04086
32,108,108,3,3,1,3,3,32,1,6,3,0.02432
32,108,108,3,3,1,1,1,32,9,1,3,0.149295
32,108,108,3,3,1,3,6,32,2,1,1,0.01978
32,108,108,3,3,1,2,9,32,6,2,1,0.01517
32,108,108,3,3,1,3,9,32,2,2,1,0.01661
32,108,108,3,3,1,1,1,32,3,2,3,0.12109
32,108,108,3,3,1,6,9,32,1,1,1,0.02707
32,108,108,3,3,1,1,12,32,1,1,1,0.01408
32,108,108,3,3,1,1,1,32,2,2,3,0.11088
32,108,108,3,3,1,2,4,32,9,3,1,0.02138
32,108,108,3,3,1,2,4,32,2,1,1,0.026515
32,108,108,3,3,1,1,27,32,1,1,3,0.017745
32,108,108,3,3,1,3,4,32,2,3,3,0.02413
32,108,108,3,3,1,2,4,32,3,3,1,0.02064
32,108,108,3,3,1,1,1,32,2,4,1,0.0508
32,108,108,3,3,1,1,1,32,3,4,3,0.13211499999999998
32,108,108,3,3,1,2,18,32,9,1,1,0.01962
32,108,108,3,3,1,2,3,32,6,1,1,0.029745
32,108,108,3,3,1,2,18,32,1,1,1,0.016685
32,108,108,3,3,1,9,9,32,1,1,1,0.03648
32,108,108,3,3,1,3,6,32,9,2,1,0.01987
32,108,108,3,3,1,1,9,32,6,3,1,0.02419
32,108,108,3,3,1,1,1,32,3,9,3,0.133745
