K,H,W,C,R,TK,TH,TW,BK,BH,BW,CMult,Time
256,68,68,128,3,8,1,1,32,4,2,16,2.7288
256,68,68,128,3,4,2,4,32,1,1,8,1.610945
256,68,68,128,3,1,2,2,32,2,1,8,1.3581249999999998
256,68,68,128,3,4,1,4,32,1,1,32,2.321825
256,68,68,128,3,4,1,2,32,4,1,8,1.60494
256,68,68,128,3,4,2,2,32,2,2,8,4.04552
256,68,68,128,3,8,1,4,32,1,1,4,1.0457450000000001
256,68,68,128,3,2,1,1,32,1,2,2,2.19808
256,68,68,128,3,2,1,17,32,2,1,16,0.44192
256,68,68,128,3,1,1,1,32,1,1,4,5.176625
256,68,68,128,3,8,4,4,32,1,1,4,1.874115
256,68,68,128,3,1,1,1,32,4,1,8,3.503005
256,68,68,128,3,2,1,2,32,2,1,32,2.782225
256,68,68,128,3,8,1,17,32,1,1,1,0.49739
256,68,68,128,3,2,1,2,32,4,1,1,1.2673100000000002
256,68,68,128,3,2,1,1,32,4,4,2,2.12853
256,68,68,128,3,8,2,2,32,1,2,1,3.4438250000000004
256,68,68,128,3,8,4,4,32,1,1,32,2.09621
256,68,68,128,3,8,1,2,32,4,2,1,2.81605
256,68,68,128,3,1,1,17,32,2,1,8,0.56272
256,68,68,128,3,2,2,4,32,1,1,16,1.194945
256,68,68,128,3,4,1,17,32,2,1,32,0.573295
256,68,68,128,3,1,2,2,32,1,1,8,1.75
256,68,68,128,3,4,1,2,32,1,2,8,1.4563700000000002
256,68,68,128,3,1,1,1,32,2,2,1,2.64504
256,68,68,128,3,8,1,1,32,4,4,32,4.2737300000000005
256,68,68,128,3,2,2,2,32,2,1,4,1.510685
256,68,68,128,3,4,1,1,32,4,4,4,1.885135
256,68,68,128,3,2,1,2,32,4,1,2,1.26296
256,68,68,128,3,1,2,4,32,2,1,2,0.920255
256,68,68,128,3,1,1,17,32,4,1,1,0.555775
256,68,68,128,3,8,1,1,32,2,2,4,1.7686899999999999
256,68,68,128,3,4,1,1,32,2,2,4,1.866815
256,68,68,128,3,4,2,2,32,1,2,16,3.6805250000000003
256,68,68,128,3,8,1,4,32,4,1,32,2.066765
256,68,68,128,3,2,1,2,32,4,2,32,2.343585
256,68,68,128,3,8,1,17,32,4,1,8,0.441905
256,68,68,128,3,1,1,17,32,4,1,2,0.54326
256,68,68,128,3,4,1,17,32,1,1,8,0.368045
256,68,68,128,3,1,2,2,32,2,1,32,2.990095
256,68,68,128,3,1,2,17,32,1,1,32,0.59171
256,68,68,128,3,4,1,1,32,4,2,8,2.1290750000000003
256,68,68,128,3,1,1,1,32,4,1,1,2.998525
256,68,68,128,3,1,2,2,32,1,1,4,1.531695
256,68,68,128,3,4,1,1,32,1,1,4,3.35208
256,68,68,128,3,2,1,1,32,4,1,32,5.26512
256,68,68,128,3,1,1,2,32,2,1,8,1.90672
256,68,68,128,3,8,1,2,32,1,2,1,2.84685
256,68,68,128,3,2,4,4,32,1,1,32,1.59008
256,68,68,128,3,4,4,4,32,1,1,4,2.0374600000000003
256,68,68,128,3,1,2,17,32,1,1,16,0.45928
256,68,68,128,3,8,1,2,32,2,2,32,2.6668950000000002
256,68,68,128,3,1,1,17,32,4,1,16,0.59101
256,68,68,128,3,8,1,1,32,4,1,4,1.980595
256,68,68,128,3,2,1,1,32,1,4,2,1.931155
256,68,68,128,3,4,4,4,32,1,1,32,1.86803
256,68,68,128,3,4,1,1,32,4,2,4,1.859315
256,68,68,128,3,1,4,17,32,1,1,32,0.969875
256,68,68,128,3,8,1,2,32,2,1,16,2.27597
256,68,68,128,3,2,2,4,32,1,1,4,0.785185
256,68,68,128,3,2,1,1,32,2,2,32,4.383585
256,68,68,128,3,8,1,1,32,1,2,1,1.75184
256,68,68,128,3,1,1,4,32,1,1,4,1.493745
256,68,68,128,3,1,1,2,32,1,2,8,1.71387
256,68,68,128,3,8,1,4,32,4,1,16,1.34843
256,68,68,128,3,1,1,1,32,1,2,1,2.98443
256,68,68,128,3,2,1,1,32,1,2,32,4.452450000000001
256,68,68,128,3,8,1,2,32,4,1,4,2.132385
256,68,68,128,3,1,1,2,32,1,1,8,2.928465
256,68,68,128,3,4,1,1,32,2,2,2,1.766995
256,68,68,128,3,2,4,4,32,1,1,1,0.91232
256,68,68,128,3,2,1,2,32,2,1,16,1.8849
256,68,68,128,3,1,2,4,32,1,1,8,1.058735
256,68,68,128,3,2,1,4,32,4,1,8,1.1510099999999999
256,68,68,128,3,1,1,1,32,2,1,32,5.98944
256,68,68,128,3,4,1,2,32,2,1,32,3.1814549999999997
256,68,68,128,3,1,1,1,32,4,4,32,5.362175000000001
256,68,68,128,3,8,1,2,32,1,1,1,3.4635350000000003
256,68,68,128,3,4,1,17,32,2,1,16,0.42515
256,68,68,128,3,2,1,2,32,1,1,8,2.30518
256,68,68,128,3,8,1,1,32,4,4,1,1.8344
256,68,68,128,3,2,1,4,32,4,1,16,1.40512
256,68,68,128,3,1,2,2,32,2,2,8,1.1449150000000001
256,68,68,128,3,2,1,2,32,2,1,2,1.330285
256,68,68,128,3,1,1,17,32,1,1,32,0.746
256,68,68,128,3,2,1,2,32,1,2,1,1.2673800000000002
256,68,68,128,3,2,2,4,32,1,1,32,1.8238850000000002
256,68,68,128,3,8,1,4,32,2,1,16,1.3737
256,68,68,128,3,1,1,2,32,4,1,8,1.82723
256,68,68,128,3,8,1,2,32,1,2,8,1.98789
256,68,68,128,3,8,1,4,32,2,1,4,0.922385
256,68,68,128,3,8,1,4,32,2,1,2,0.95002
256,68,68,128,3,2,2,2,32,1,2,1,1.41581
256,68,68,128,3,8,1,17,32,2,1,2,0.382915
256,68,68,128,3,8,1,17,32,4,1,32,0.844305
256,68,68,128,3,8,1,4,32,1,1,16,1.62203
256,68,68,128,3,8,1,1,32,4,4,16,2.70731
256,68,68,128,3,4,1,17,32,2,1,4,0.35235
256,68,68,128,3,2,1,1,32,2,1,1,2.32856
256,68,68,128,3,4,1,17,32,4,1,2,0.3551
256,68,68,128,3,2,1,17,32,2,1,8,0.391505
256,68,68,128,3,8,1,2,32,2,2,8,1.939505
256,68,68,128,3,4,1,1,32,2,2,16,2.7291499999999997
256,68,68,128,3,1,1,17,32,4,1,32,0.6801
