K,H,W,C,R,TK,TH,TW,BK,BH,BW,CMult,Time
32,108,108,32,3,1,3,4,32,1,3,4,0.05946
32,108,108,32,3,1,2,6,32,3,2,2,0.049745
32,108,108,32,3,1,2,3,32,3,3,16,0.180815
32,108,108,32,3,1,2,2,32,3,3,8,0.150785
32,108,108,32,3,1,9,9,32,1,2,1,0.10374
32,108,108,32,3,1,2,3,32,1,1,16,0.350445
32,108,108,32,3,1,1,1,32,2,1,1,0.277665
32,108,108,32,3,1,1,27,32,4,1,32,0.121505
32,108,108,32,3,1,2,12,32,6,1,8,0.06547
32,108,108,32,3,1,1,2,32,6,1,32,0.6828000000000001
32,108,108,32,3,1,2,9,32,2,2,16,0.075025
32,108,108,32,3,1,2,2,32,1,3,4,0.10984
32,108,108,32,3,1,1,1,32,1,9,8,0.407665
32,108,108,32,3,1,2,3,32,2,4,16,0.152285
32,108,108,32,3,1,1,3,32,9,1,2,0.14721499999999998
32,108,108,32,3,1,2,2,32,2,2,32,0.338125
32,108,108,32,3,1,3,3,32,2,2,1,0.08048
32,108,108,32,3,1,9,9,32,3,1,32,0.62538
32,108,108,32,3,1,3,3,32,3,2,32,0.26648
32,108,108,32,3,1,1,9,32,1,2,32,0.15464
32,108,108,32,3,1,9,9,32,2,2,8,0.11792
32,108,108,32,3,1,9,9,32,1,1,16,0.22475499999999998
32,108,108,32,3,1,6,9,32,1,3,16,0.10586
32,108,108,32,3,1,9,9,32,2,2,1,0.08173
32,108,108,32,3,1,1,18,32,6,1,8,0.05496
32,108,108,32,3,1,2,9,32,2,1,4,0.05792
32,108,108,32,3,1,2,3,32,2,9,2,0.11338
32,108,108,32,3,1,1,2,32,4,1,4,0.18131
32,108,108,32,3,1,1,3,32,2,2,4,0.13330999999999998
32,108,108,32,3,1,2,3,32,3,9,2,0.110835
32,108,108,32,3,1,3,12,32,6,1,8,0.07792
32,108,108,32,3,1,1,1,32,1,9,4,0.29595
32,108,108,32,3,1,2,2,32,1,6,1,0.088465
32,108,108,32,3,1,1,3,32,2,2,1,0.12538
32,108,108,32,3,1,2,6,32,1,1,1,0.053055
32,108,108,32,3,1,3,3,32,1,6,2,0.065265
32,108,108,32,3,1,2,3,32,3,9,1,0.13166499999999998
32,108,108,32,3,1,1,27,32,6,1,1,0.08218
32,108,108,32,3,1,3,27,32,2,1,1,0.09159999999999999
