K,H,W,C,R,TK,TH,TW,BK,BH,BW,CMult,Time
128,136,136,64,3,1,1,1,32,4,2,2,2.8383849999999997
128,136,136,64,3,2,2,4,32,2,2,4,0.57898
128,136,136,64,3,2,4,4,32,1,1,32,2.74061
128,136,136,64,3,2,1,17,32,2,1,1,0.3892
128,136,136,64,3,1,1,4,32,1,1,2,1.517105
128,136,136,64,3,4,4,4,32,2,1,2,2.4085900000000002
128,136,136,64,3,4,1,1,32,2,8,2,1.9508649999999998
128,136,136,64,3,4,1,2,32,8,4,2,1.6160999999999999
128,136,136,64,3,1,1,1,32,1,1,32,13.885665
128,136,136,64,3,1,1,17,32,8,1,1,0.5628
128,136,136,64,3,1,1,2,32,2,4,8,1.8889
128,136,136,64,3,4,4,4,32,2,2,16,1.14554
128,136,136,64,3,1,1,4,32,8,1,1,1.14566
128,136,136,64,3,4,1,17,32,1,1,4,0.365585
128,136,136,64,3,2,2,17,32,2,1,1,0.419855
128,136,136,64,3,1,2,4,32,2,2,8,1.0245950000000001
128,136,136,64,3,1,4,4,32,2,1,4,0.5296000000000001
128,136,136,64,3,2,1,17,32,8,1,2,0.44755
128,136,136,64,3,4,2,4,32,2,2,32,1.5928499999999999
128,136,136,64,3,2,1,1,32,2,2,8,2.891025
128,136,136,64,3,4,1,1,32,8,1,32,9.45328
128,136,136,64,3,1,1,2,32,1,2,16,2.773905
128,136,136,64,3,4,1,8,32,8,1,4,0.523665
128,136,136,64,3,4,1,1,32,2,1,1,2.1176500000000003
128,136,136,64,3,2,1,8,32,8,1,8,0.620945
128,136,136,64,3,1,1,4,32,1,2,4,1.2180650000000002
128,136,136,64,3,4,1,4,32,1,1,2,0.94234
128,136,136,64,3,4,1,2,32,2,1,16,3.30875
128,136,136,64,3,2,1,2,32,1,4,4,1.2374100000000001
128,136,136,64,3,1,2,4,32,2,1,8,1.24022
128,136,136,64,3,2,1,1,32,1,8,8,2.68387
128,136,136,64,3,4,2,4,32,4,2,8,1.52648
128,136,136,64,3,4,2,2,32,2,4,2,3.32966
128,136,136,64,3,4,1,17,32,4,1,2,0.357185
128,136,136,64,3,2,1,4,32,1,1,1,1.16534
128,136,136,64,3,1,1,1,32,4,1,32,7.837135
128,136,136,64,3,2,2,17,32,2,1,4,0.405875
128,136,136,64,3,2,1,2,32,8,1,2,1.36618
128,136,136,64,3,2,1,1,32,1,4,8,2.677135
128,136,136,64,3,2,1,17,32,4,1,32,0.85533
128,136,136,64,3,1,4,17,32,2,1,2,0.5191699999999999
128,136,136,64,3,2,1,1,32,1,1,32,13.482495
128,136,136,64,3,4,2,2,32,4,4,4,3.56765
128,136,136,64,3,1,2,2,32,1,4,2,0.9329149999999999
128,136,136,64,3,4,1,8,32,4,1,4,0.5140450000000001
128,136,136,64,3,4,2,2,32,1,2,1,3.2691999999999997
128,136,136,64,3,4,2,2,32,1,1,16,3.546255
128,136,136,64,3,2,4,4,32,2,1,8,0.8483499999999999
128,136,136,64,3,1,1,2,32,8,4,32,5.124655000000001
128,136,136,64,3,2,1,4,32,1,2,32,2.29387
128,136,136,64,3,2,1,2,32,2,2,1,1.16968
128,136,136,64,3,2,1,2,32,2,4,1,1.139055
128,136,136,64,3,4,1,2,32,1,2,32,4.2003699999999995
128,136,136,64,3,4,2,8,32,2,1,1,0.5465
128,136,136,64,3,2,4,4,32,2,1,1,0.6016
128,136,136,64,3,2,1,2,32,1,1,2,1.937635
128,136,136,64,3,1,1,1,32,4,1,1,3.058255
128,136,136,64,3,4,2,2,32,4,2,16,2.1391999999999998
128,136,136,64,3,4,2,4,32,4,1,4,2.88101
128,136,136,64,3,1,1,8,32,1,1,2,0.79992
128,136,136,64,3,1,1,4,32,4,1,8,1.59216
128,136,136,64,3,4,1,8,32,1,1,32,2.0523350000000002
128,136,136,64,3,1,1,1,32,1,8,2,2.6922550000000003
128,136,136,64,3,4,1,2,32,2,1,32,5.38747
128,136,136,64,3,1,1,8,32,1,1,1,0.75845
128,136,136,64,3,1,2,4,32,2,1,1,0.9319850000000001
128,136,136,64,3,1,1,2,32,2,4,16,2.6003350000000003
128,136,136,64,3,1,1,4,32,4,2,4,1.113345
128,136,136,64,3,1,1,4,32,1,1,16,2.8812949999999997
128,136,136,64,3,4,4,4,32,1,2,32,1.740815
128,136,136,64,3,2,2,4,32,4,1,8,1.062705
128,136,136,64,3,4,1,1,32,8,2,16,4.801905
128,136,136,64,3,4,2,2,32,1,4,2,3.397745
128,136,136,64,3,2,2,2,32,1,1,16,3.59234
128,136,136,64,3,4,2,8,32,1,1,8,0.63174
128,136,136,64,3,4,1,2,32,8,4,32,4.65736
128,136,136,64,3,4,1,1,32,1,2,1,1.96752
128,136,136,64,3,1,2,8,32,1,1,16,0.9175
128,136,136,64,3,4,2,4,32,2,1,16,2.38696
128,136,136,64,3,2,1,1,32,2,1,4,2.874175
128,136,136,64,3,1,2,2,32,2,2,32,3.266385
128,136,136,64,3,1,1,2,32,8,2,4,1.77066
128,136,136,64,3,2,4,8,32,2,1,1,0.43099
128,136,136,64,3,1,1,1,32,4,1,8,4.26842
128,136,136,64,3,4,2,2,32,1,4,8,3.4354899999999997
128,136,136,64,3,4,4,8,32,2,1,32,2.50291
128,136,136,64,3,4,1,1,32,2,4,1,1.81821
128,136,136,64,3,2,1,4,32,2,2,32,2.30944
128,136,136,64,3,2,4,4,32,1,1,4,0.83187
128,136,136,64,3,1,2,2,32,4,4,2,0.9863
128,136,136,64,3,4,1,2,32,2,4,32,3.9379850000000003
128,136,136,64,3,1,4,17,32,1,1,8,0.6942550000000001
128,136,136,64,3,4,1,1,32,4,8,32,8.053265
128,136,136,64,3,1,1,17,32,2,1,4,0.562495
128,136,136,64,3,1,1,1,32,4,2,1,2.74216
128,136,136,64,3,2,1,17,32,8,1,1,0.44506999999999997
128,136,136,64,3,2,1,17,32,2,1,32,0.858705
128,136,136,64,3,2,2,2,32,2,4,8,1.34661
128,136,136,64,3,2,4,8,32,2,1,2,0.418495
128,136,136,64,3,4,1,2,32,4,1,1,1.5259999999999998
128,136,136,64,3,1,1,2,32,8,1,32,5.44101
128,136,136,64,3,2,2,4,32,4,2,4,0.5900000000000001
128,136,136,64,3,2,1,4,32,8,2,16,1.6553149999999999
128,136,136,64,3,4,2,2,32,2,4,16,2.82325
128,136,136,64,3,1,1,1,32,1,8,1,2.6249149999999997
128,136,136,64,3,4,2,2,32,2,4,1,3.10496
128,136,136,64,3,1,1,1,32,1,2,32,8.318480000000001
128,136,136,64,3,4,4,4,32,1,2,2,0.995695
128,136,136,64,3,1,1,4,32,8,2,16,1.832495
128,136,136,64,3,1,1,17,32,2,1,16,0.682835
128,136,136,64,3,2,2,4,32,4,2,2,0.54312
128,136,136,64,3,1,1,8,32,2,1,1,0.63774
128,136,136,64,3,4,1,4,32,8,1,8,1.149215
128,136,136,64,3,4,1,2,32,4,1,16,3.26936
128,136,136,64,3,1,1,1,32,2,1,16,5.97395
128,136,136,64,3,1,1,1,32,4,8,1,3.35696
128,136,136,64,3,1,4,4,32,1,1,2,0.61632
128,136,136,64,3,2,1,1,32,4,1,4,2.7472000000000003
128,136,136,64,3,4,1,2,32,2,2,8,1.8528449999999999
128,136,136,64,3,2,1,1,32,8,2,16,4.801360000000001
128,136,136,64,3,2,2,17,32,4,1,2,0.37552
128,136,136,64,3,1,1,2,32,2,1,1,1.687725
128,136,136,64,3,2,2,8,32,2,1,2,0.42406
128,136,136,64,3,4,1,17,32,4,1,32,0.91885
128,136,136,64,3,2,2,2,32,2,4,4,1.2144650000000001
128,136,136,64,3,4,4,4,32,1,1,4,2.392095
128,136,136,64,3,2,1,8,32,1,1,8,0.78603
128,136,136,64,3,1,1,1,32,1,2,1,3.039825
128,136,136,64,3,1,1,1,32,1,1,16,8.933250000000001
128,136,136,64,3,4,2,4,32,1,2,1,1.47773
128,136,136,64,3,4,2,2,32,1,4,4,3.686515
128,136,136,64,3,1,1,1,32,4,8,8,4.7782599999999995
128,136,136,64,3,2,1,2,32,1,4,2,1.1518899999999999
128,136,136,64,3,2,2,4,32,2,1,8,1.074655
128,136,136,64,3,2,1,1,32,8,4,1,2.5181750000000003
128,136,136,64,3,2,2,2,32,4,1,2,1.41902
