K,H,W,C,R,TK,TH,TW,BK,BH,BW,CMult,Time
64,54,54,64,3,2,2,18,32,3,1,1,0.12781
64,54,54,64,3,2,1,6,32,1,1,32,0.23216
64,54,54,64,3,1,1,3,32,9,1,2,0.155665
64,54,54,64,3,1,3,3,32,6,3,32,0.19309
64,54,54,64,3,2,1,2,32,1,1,2,0.171535
64,54,54,64,3,1,1,2,32,9,3,2,0.1823
64,54,54,64,3,1,2,27,32,1,1,4,0.04874
64,54,54,64,3,2,1,3,32,1,3,1,0.107475
64,54,54,64,3,2,2,3,32,1,1,16,0.21960000000000002
64,54,54,64,3,2,1,18,32,9,1,1,0.16996499999999998
64,54,54,64,3,1,1,3,32,3,1,8,0.161135
64,54,54,64,3,1,3,9,32,2,1,32,0.11336
64,54,54,64,3,1,3,6,32,3,3,2,0.07944000000000001
64,54,54,64,3,2,1,3,32,1,3,32,0.2199
64,54,54,64,3,2,1,1,32,1,1,2,0.28947
64,54,54,64,3,2,1,3,32,9,2,16,0.23571
64,54,54,64,3,2,1,1,32,3,3,16,0.39258
64,54,54,64,3,2,3,9,32,3,1,16,0.07901
64,54,54,64,3,1,1,3,32,3,6,1,0.173345
64,54,54,64,3,2,1,9,32,2,1,8,0.067085
64,54,54,64,3,1,1,18,32,1,1,1,0.07752
64,54,54,64,3,2,1,2,32,3,9,4,0.172225
64,54,54,64,3,1,3,3,32,1,3,1,0.0945
64,54,54,64,3,2,1,3,32,9,3,8,0.15818
64,54,54,64,3,2,2,6,32,3,3,16,0.0764
64,54,54,64,3,1,3,9,32,3,1,8,0.061745
64,54,54,64,3,2,2,6,32,9,3,4,0.07997
64,54,54,64,3,1,3,3,32,6,3,4,0.11619
64,54,54,64,3,1,3,9,32,9,1,32,0.19166499999999997
64,54,54,64,3,2,1,6,32,2,3,1,0.09722
64,54,54,64,3,1,3,6,32,6,1,1,0.09555
64,54,54,64,3,2,2,6,32,3,1,4,0.06813
64,54,54,64,3,2,2,18,32,9,1,4,0.08512
64,54,54,64,3,1,1,9,32,9,3,16,0.10352
64,54,54,64,3,2,1,27,32,9,1,8,0.08026
64,54,54,64,3,2,2,6,32,1,3,32,0.093695
64,54,54,64,3,1,1,1,32,3,2,4,0.25992000000000004
64,54,54,64,3,2,2,6,32,3,1,1,0.11821
64,54,54,64,3,1,2,9,32,1,3,8,0.04899
64,54,54,64,3,1,2,27,32,3,1,1,0.107695
64,54,54,64,3,2,1,2,32,3,3,1,0.13597
64,54,54,64,3,2,1,18,32,6,1,8,0.06054
64,54,54,64,3,1,1,2,32,1,9,1,0.13139
64,54,54,64,3,1,3,9,32,1,1,2,0.063315
64,54,54,64,3,2,3,3,32,1,9,4,0.07927999999999999
64,54,54,64,3,2,1,6,32,2,3,32,0.13792
64,54,54,64,3,1,1,2,32,1,9,32,0.364575
64,54,54,64,3,2,3,9,32,3,1,8,0.06784
64,54,54,64,3,2,3,3,32,2,3,8,0.0825
64,54,54,64,3,2,1,1,32,6,1,1,0.22419
64,54,54,64,3,2,1,9,32,6,1,32,0.11475
64,54,54,64,3,2,2,2,32,9,1,4,0.15337499999999998
64,54,54,64,3,1,3,9,32,2,1,16,0.07565
64,54,54,64,3,1,3,3,32,1,9,16,0.09158
64,54,54,64,3,2,1,1,32,6,1,32,0.752015
64,54,54,64,3,2,3,6,32,2,3,1,0.146445
64,54,54,64,3,2,1,6,32,9,3,32,0.176975
64,54,54,64,3,1,2,3,32,1,2,4,0.10984
64,54,54,64,3,1,3,6,32,2,1,4,0.05491
64,54,54,64,3,2,3,3,32,3,9,8,0.095325
64,54,54,64,3,2,3,9,32,2,2,32,0.08968000000000001
64,54,54,64,3,1,1,2,32,1,3,1,0.1335
64,54,54,64,3,1,1,3,32,1,2,4,0.135025
64,54,54,64,3,1,3,9,32,2,1,1,0.082285
64,54,54,64,3,1,1,3,32,3,2,8,0.14032
64,54,54,64,3,2,3,18,32,1,1,32,0.10872000000000001
64,54,54,64,3,1,1,27,32,2,1,2,0.06442
64,54,54,64,3,2,1,3,32,1,9,1,0.117345
64,54,54,64,3,2,2,9,32,9,2,4,0.07987
64,54,54,64,3,1,1,2,32,2,9,32,0.56042
64,54,54,64,3,1,2,9,32,3,3,32,0.09462
64,54,54,64,3,1,3,18,32,1,1,16,0.07206
64,54,54,64,3,2,2,3,32,3,6,32,0.22331499999999999
64,54,54,64,3,1,2,3,32,1,1,2,0.11051
64,54,54,64,3,1,2,3,32,9,2,1,0.13014
64,54,54,64,3,2,1,3,32,1,2,2,0.11541
64,54,54,64,3,2,3,9,32,1,1,4,0.067585
64,54,54,64,3,2,3,6,32,6,1,4,0.07926
64,54,54,64,3,1,1,27,32,1,1,32,0.07805999999999999
64,54,54,64,3,1,1,9,32,1,3,2,0.07400000000000001
64,54,54,64,3,2,1,3,32,2,6,8,0.13
64,54,54,64,3,2,2,3,32,3,9,16,0.13725
64,54,54,64,3,2,1,2,32,1,1,8,0.253295
64,54,54,64,3,2,1,3,32,2,6,4,0.113155
64,54,54,64,3,2,3,6,32,2,1,4,0.069825
64,54,54,64,3,2,2,9,32,9,1,2,0.118675
64,54,54,64,3,1,1,2,32,2,9,16,0.357745
64,54,54,64,3,2,1,3,32,1,9,8,0.11709
