K,H,W,C,R,TH,TW,TK,WH,WW,WK,BH,BW,BK,Time
256,68,68,128,3,1,17,4,1,4,8,2,1,4,0.39216
256,68,68,128,3,1,34,2,1,1,32,4,2,1,0.38707
256,68,68,128,3,1,34,2,1,2,16,2,1,4,0.38961500000000004
256,68,68,128,3,1,17,2,1,1,32,4,4,1,0.31334
256,68,68,128,3,1,34,2,1,1,32,1,2,1,0.39427
256,68,68,128,3,1,17,8,1,4,8,4,1,2,1.55341
256,68,68,128,3,1,34,4,1,1,32,4,2,1,0.71066
256,68,68,128,3,1,2,2,1,2,16,1,17,1,0.766995
256,68,68,128,3,1,17,2,1,2,16,2,2,4,0.31539
256,68,68,128,3,1,34,2,1,1,32,1,2,2,0.3543
256,68,68,128,3,1,68,2,1,1,32,1,1,2,0.636945
256,68,68,128,3,1,17,2,1,4,8,2,1,2,0.32563
256,68,68,128,3,1,68,2,1,1,32,2,1,2,0.63386
256,68,68,128,3,1,17,8,1,4,8,2,1,2,1.3808799999999999
256,68,68,128,3,1,17,2,1,2,16,2,2,2,0.32154
256,68,68,128,3,1,2,8,1,2,16,1,17,1,0.68608
256,68,68,128,3,1,17,4,1,4,8,4,1,1,0.33587
256,68,68,128,3,1,34,4,1,2,16,4,1,1,0.80794
256,68,68,128,3,1,17,2,1,4,8,4,1,1,0.3328
256,68,68,128,3,1,34,4,1,2,16,1,1,2,0.7480450000000001
256,68,68,128,3,1,2,4,1,2,16,1,17,1,0.565265
256,68,68,128,3,1,34,2,1,2,16,1,1,1,0.37888
256,68,68,128,3,1,34,2,1,1,32,2,2,1,0.35325
256,68,68,128,3,1,17,2,1,1,32,2,4,1,0.32154
256,68,68,128,3,1,17,4,1,2,16,4,2,1,0.389645
256,68,68,128,3,1,17,2,1,4,8,17,1,1,0.4188
256,68,68,128,3,1,34,4,1,1,32,2,2,1,0.67994
256,68,68,128,3,1,17,2,1,1,32,2,4,2,0.31539
256,68,68,128,3,1,17,2,1,4,8,1,1,2,0.34099
256,68,68,128,3,1,17,2,1,1,32,1,4,2,0.32154
256,68,68,128,3,1,17,2,1,2,16,1,2,1,0.33997
256,68,68,128,3,1,17,8,1,4,8,2,1,1,1.440255
256,68,68,128,3,1,17,4,1,4,8,1,1,4,0.35328
256,68,68,128,3,1,17,2,1,2,16,1,2,2,0.33587
256,68,68,128,3,1,34,2,1,2,16,1,1,4,0.354835
256,68,68,128,3,1,17,4,1,4,8,1,1,1,0.36507500000000004
256,68,68,128,3,1,34,4,1,2,16,4,1,2,0.70966
256,68,68,128,3,1,68,2,1,1,32,2,1,1,0.62464
256,68,68,128,3,1,17,2,1,4,8,4,1,2,0.3287
256,68,68,128,3,1,34,2,1,2,16,1,1,2,0.39526
256,68,68,128,3,1,17,2,1,4,8,1,1,1,0.37171
256,68,68,128,3,1,34,4,1,1,32,1,2,1,0.749585
256,68,68,128,3,1,34,4,1,2,16,2,1,2,0.67891
256,68,68,128,3,1,17,2,1,4,8,1,1,4,0.335885
256,68,68,128,3,1,17,2,1,4,8,2,1,4,0.32358
256,68,68,128,3,1,34,4,1,2,16,2,1,1,0.79462
256,68,68,128,3,1,17,2,1,4,8,2,1,1,0.339955
256,68,68,128,3,1,17,8,1,4,8,1,1,1,1.281555
256,68,68,128,3,1,17,8,1,2,16,4,2,1,1.55341
256,68,68,128,3,1,17,4,1,1,32,2,4,1,0.39219
256,68,68,128,3,1,17,4,1,4,8,4,1,4,0.58778
256,68,68,128,3,1,17,4,1,2,16,2,2,2,0.39216
256,68,68,128,3,1,17,2,1,2,16,1,2,4,0.32154
256,68,68,128,3,1,17,8,1,2,16,1,2,1,1.854975
256,68,68,128,3,1,68,2,1,1,32,4,1,1,0.63693
256,68,68,128,3,1,17,4,1,1,32,4,4,1,0.58778
256,68,68,128,3,1,17,4,1,2,16,2,2,1,0.34202
256,68,68,128,3,1,17,2,1,4,8,2,1,8,0.31334
256,68,68,128,3,1,34,2,1,1,32,2,2,2,0.38912
256,68,68,128,3,1,17,8,1,4,8,1,1,2,1.84989
256,68,68,128,3,1,17,2,1,1,32,1,4,1,0.33587
256,68,68,128,3,1,17,2,1,2,16,4,2,2,0.31642
256,68,68,128,3,1,17,4,1,4,8,2,1,1,0.37168
256,68,68,128,3,1,34,4,1,2,16,1,1,1,0.83251
256,68,68,128,3,1,1,4,1,4,8,1,17,1,0.85402
256,68,68,128,3,1,17,2,1,4,8,4,1,4,0.31642
256,68,68,128,3,1,17,8,1,2,16,2,2,1,1.37832
256,68,68,128,3,1,17,4,1,2,16,4,2,2,0.58778
256,68,68,128,3,1,17,4,1,2,16,1,2,1,0.38707
256,68,68,128,3,1,34,2,1,2,16,2,1,2,0.35123
256,68,68,128,3,1,17,4,1,4,8,2,1,2,0.34199999999999997
256,68,68,128,3,1,17,2,1,2,16,2,2,1,0.32358
256,68,68,128,3,1,17,2,1,2,16,4,2,1,0.32768
256,68,68,128,3,1,17,2,1,4,8,1,1,8,0.32306999999999997
256,68,68,128,3,1,34,2,1,2,16,2,1,1,0.39219
256,68,68,128,3,1,1,2,1,4,8,1,17,1,0.90317
256,68,68,128,3,1,34,2,1,2,16,4,1,1,0.35123
256,68,68,128,3,1,34,2,1,2,16,4,1,2,0.386545
256,68,68,128,3,1,17,4,1,1,32,1,4,1,0.3543
256,68,68,128,3,1,1,8,1,4,8,1,17,1,1.26058
256,68,68,128,3,1,17,4,1,4,8,4,1,2,0.389645
256,68,68,128,3,1,68,2,1,1,32,1,1,1,1.099265
256,68,68,128,3,1,1,16,1,4,8,1,17,1,2.15146
256,68,68,128,3,1,17,4,1,2,16,1,2,2,0.35226
256,68,68,128,3,1,4,2,1,1,32,1,17,1,0.55501
256,68,68,128,3,1,4,4,1,1,32,1,17,1,0.419825
256,68,68,128,3,1,17,4,1,4,8,1,1,2,0.38808
256,68,68,128,3,1,17,8,1,4,8,4,1,1,1.143295
