K,H,W,C,R,TH,TW,TK,WH,WW,WK,BH,BW,BK,Time
64,56,56,64,3,1,7,8,1,8,4,2,1,1,0.11056
64,56,56,64,3,1,7,4,1,8,4,8,1,2,0.13414
64,56,56,64,3,1,14,2,1,4,8,4,1,2,0.10035
64,56,56,64,3,1,2,2,1,4,8,2,7,2,0.07168
64,56,56,64,3,1,7,4,1,4,8,1,2,1,0.08501
64,56,56,64,3,1,7,2,1,8,4,2,1,4,0.07066
64,56,56,64,3,1,7,2,1,8,4,1,1,2,0.07168
64,56,56,64,3,1,14,4,1,4,8,4,1,1,0.11059
64,56,56,64,3,1,1,2,1,4,8,1,14,2,0.12902
64,56,56,64,3,1,1,2,1,8,4,1,7,4,0.128
64,56,56,64,3,1,2,2,1,2,16,2,14,1,0.07066
64,56,56,64,3,1,7,4,1,4,8,4,2,1,0.10138
64,56,56,64,3,1,14,4,1,4,8,2,1,1,0.10957
64,56,56,64,3,1,1,4,1,4,8,1,14,1,0.10394
64,56,56,64,3,1,7,4,1,8,4,1,1,2,0.08653
64,56,56,64,3,1,7,4,1,4,8,7,2,1,0.13213
64,56,56,64,3,1,14,4,1,4,8,1,1,1,0.12291
64,56,56,64,3,1,14,2,1,2,16,7,2,1,0.13105499999999998
64,56,56,64,3,1,14,2,1,2,16,8,2,1,0.13517
64,56,56,64,3,1,28,2,1,2,16,8,1,1,0.157715
64,56,56,64,3,1,14,2,1,2,16,1,2,1,0.087555
64,56,56,64,3,1,14,2,1,4,8,2,1,2,0.08397
64,56,56,64,3,1,7,4,1,4,8,2,2,1,0.08397
64,56,56,64,3,1,1,4,1,8,4,4,7,1,0.093165
64,56,56,64,3,1,7,2,1,4,8,2,2,1,0.0768
64,56,56,64,3,1,2,2,1,4,8,1,7,2,0.05939
64,56,56,64,3,1,14,2,1,2,16,2,2,1,0.08397
64,56,56,64,3,1,7,2,1,8,4,1,1,4,0.07274
64,56,56,64,3,1,7,8,1,8,4,1,1,1,0.12592
64,56,56,64,3,1,4,2,1,2,16,4,7,1,0.093165
64,56,56,64,3,1,14,2,1,2,16,4,2,1,0.10033500000000001
64,56,56,64,3,1,1,4,1,8,4,1,7,1,0.0768
64,56,56,64,3,1,1,2,1,4,8,1,14,1,0.11366
64,56,56,64,3,1,7,2,1,2,16,4,4,1,0.0809
64,56,56,64,3,1,1,8,1,8,4,1,7,1,0.08499
64,56,56,64,3,1,2,2,1,4,8,4,7,1,0.06966
64,56,56,64,3,1,7,2,1,8,4,7,1,1,0.07526
64,56,56,64,3,1,1,8,1,8,4,2,7,1,0.08704
64,56,56,64,3,1,2,2,1,2,16,1,14,1,0.06042
64,56,56,64,3,1,28,2,1,2,16,1,1,1,0.12493
64,56,56,64,3,1,7,2,1,8,4,7,1,4,0.1352
64,56,56,64,3,1,14,2,1,4,8,4,1,1,0.08499
64,56,56,64,3,1,7,2,1,4,8,4,2,1,0.07578
64,56,56,64,3,1,7,4,1,8,4,2,1,1,0.08601500000000001
64,56,56,64,3,1,7,2,1,4,8,1,2,1,0.07168
64,56,56,64,3,1,7,2,1,8,4,1,1,1,0.08806
64,56,56,64,3,1,7,4,1,8,4,4,1,1,0.08602
64,56,56,64,3,1,1,2,1,8,4,1,7,2,0.11469
64,56,56,64,3,1,7,2,1,8,4,14,1,2,0.1321
64,56,56,64,3,1,7,8,1,8,4,4,1,1,0.11059
64,56,56,64,3,1,14,4,1,4,8,14,1,1,0.249875
64,56,56,64,3,1,7,2,1,2,16,7,4,1,0.13517
64,56,56,64,3,1,2,2,1,4,8,1,7,1,0.06656
64,56,56,64,3,1,1,4,1,8,4,1,7,2,0.10342
64,56,56,64,3,1,7,4,1,8,4,7,1,2,0.13312
64,56,56,64,3,1,7,2,1,2,16,2,4,1,0.07066
64,56,56,64,3,1,4,2,1,2,16,2,7,1,0.05784
64,56,56,64,3,1,7,2,1,4,8,7,2,1,0.09318
64,56,56,64,3,1,7,2,1,8,4,28,1,1,0.14643
64,56,56,64,3,1,14,2,1,4,8,1,1,1,0.09933
64,56,56,64,3,1,7,2,1,8,4,4,1,2,0.07578
64,56,56,64,3,1,7,2,1,4,8,2,2,2,0.07064000000000001
64,56,56,64,3,1,14,2,1,4,8,1,1,2,0.08704
64,56,56,64,3,1,1,2,1,8,4,2,7,1,0.11363
64,56,56,64,3,1,7,8,1,8,4,14,1,1,0.25293
64,56,56,64,3,1,7,4,1,8,4,2,1,2,0.08397
64,56,56,64,3,1,28,2,1,2,16,7,1,1,0.15667
64,56,56,64,3,1,7,2,1,4,8,4,2,2,0.07987
64,56,56,64,3,1,14,4,1,4,8,8,1,1,0.15462
64,56,56,64,3,1,7,2,1,2,16,8,4,1,0.1577
64,56,56,64,3,1,7,8,1,8,4,8,1,1,0.15462
64,56,56,64,3,1,7,2,1,8,4,4,1,4,0.07885
64,56,56,64,3,1,2,4,1,4,8,2,7,1,0.06042
64,56,56,64,3,1,7,2,1,8,4,8,1,4,0.1572
64,56,56,64,3,1,7,4,1,8,4,8,1,1,0.10243
64,56,56,64,3,1,1,2,1,4,8,2,14,1,0.13517
64,56,56,64,3,1,28,2,1,2,16,4,1,1,0.11264
64,56,56,64,3,1,28,2,1,2,16,2,1,1,0.11158
64,56,56,64,3,1,1,2,1,8,4,2,7,2,0.13616
64,56,56,64,3,1,7,2,1,8,4,7,1,2,0.09418
64,56,56,64,3,1,7,2,1,4,8,8,2,1,0.09318
64,56,56,64,3,1,14,2,1,4,8,2,1,1,0.08857999999999999
64,56,56,64,3,1,7,2,1,4,8,8,2,2,0.15667
64,56,56,64,3,1,7,8,1,8,4,7,1,1,0.15261
64,56,56,64,3,1,7,4,1,8,4,1,1,1,0.10035
64,56,56,64,3,1,7,2,1,8,4,8,1,2,0.09216
64,56,56,64,3,1,7,4,1,8,4,4,1,2,0.10134
64,56,56,64,3,1,7,2,1,8,4,8,1,1,0.07578
64,56,56,64,3,1,7,2,1,8,4,2,1,1,0.0727
64,56,56,64,3,1,14,2,1,4,8,7,1,2,0.13002
64,56,56,64,3,1,1,2,1,2,16,1,28,1,0.12902
64,56,56,64,3,1,14,2,1,4,8,8,1,1,0.10342
64,56,56,64,3,1,2,2,1,4,8,2,7,1,0.06243
64,56,56,64,3,1,14,2,1,4,8,14,1,1,0.14438
64,56,56,64,3,1,7,2,1,4,8,14,2,1,0.1321
64,56,56,64,3,1,14,2,1,4,8,8,1,2,0.13515500000000003
64,56,56,64,3,1,1,4,1,8,4,2,7,1,0.08602
64,56,56,64,3,1,2,4,1,4,8,1,7,1,0.0727
64,56,56,64,3,1,7,2,1,8,4,14,1,1,0.09523
64,56,56,64,3,1,7,4,1,8,4,7,1,1,0.1024
64,56,56,64,3,1,7,4,1,8,4,14,1,1,0.14848
64,56,56,64,3,1,7,4,1,4,8,8,2,1,0.13414
64,56,56,64,3,1,7,2,1,4,8,1,2,2,0.07373
64,56,56,64,3,1,7,2,1,8,4,4,1,1,0.07578
64,56,56,64,3,1,1,2,1,8,4,1,7,1,0.130035
64,56,56,64,3,1,7,2,1,8,4,2,1,2,0.07578
64,56,56,64,3,1,4,2,1,2,16,1,7,1,0.06654499999999999
64,56,56,64,3,1,2,4,1,4,8,4,7,1,0.10752
64,56,56,64,3,1,1,2,1,8,4,4,7,1,0.13056
64,56,56,64,3,1,7,2,1,4,8,7,2,2,0.13722
64,56,56,64,3,1,14,2,1,4,8,7,1,1,0.10134
64,56,56,64,3,1,14,4,1,4,8,7,1,1,0.15155
64,56,56,64,3,1,7,2,1,2,16,1,4,1,0.0727
