K,H,W,C,R,TH,TW,TK,WH,WW,WK,BH,BW,BK,Time
64,272,272,32,3,1,34,2,1,4,8,2,2,2,0.3369
64,272,272,32,3,1,1,2,1,16,2,1,17,1,1.005565
64,272,272,32,3,1,34,2,1,8,4,2,1,4,0.33691499999999996
64,272,272,32,3,1,34,2,1,4,8,1,2,2,0.3328
64,272,272,32,3,1,68,2,1,4,8,2,1,1,0.53763
64,272,272,32,3,1,34,2,1,8,4,1,1,2,0.353265
64,272,272,32,3,1,17,2,1,16,2,1,1,1,0.498705
64,272,272,32,3,1,17,4,1,8,4,2,2,1,0.2816
64,272,272,32,3,1,17,2,1,4,8,2,4,1,0.33386
64,272,272,32,3,1,34,4,1,4,8,1,2,1,0.5514399999999999
64,272,272,32,3,1,34,2,1,8,4,1,1,1,0.47512
64,272,272,32,3,1,17,4,1,8,4,4,2,1,0.3113
64,272,272,32,3,1,68,2,1,4,8,2,1,2,0.34717
64,272,272,32,3,1,17,4,1,16,2,2,1,4,0.31437
64,272,272,32,3,1,34,2,1,2,16,2,4,1,0.33894
64,272,272,32,3,1,34,4,1,8,4,1,1,2,0.552975
64,272,272,32,3,1,17,2,1,16,2,4,1,4,0.38504
64,272,272,32,3,1,34,4,1,8,4,4,1,1,0.432145
64,272,272,32,3,1,17,4,1,16,2,4,1,1,0.29286
64,272,272,32,3,1,34,2,1,8,4,4,1,1,0.349695
64,272,272,32,3,1,34,2,1,8,4,1,1,4,0.33126500000000003
64,272,272,32,3,1,34,2,1,8,4,2,1,1,0.35889499999999996
64,272,272,32,3,1,17,2,1,16,2,4,1,2,0.342515
64,272,272,32,3,1,17,2,1,16,2,2,1,4,0.334335
64,272,272,32,3,1,17,4,1,16,2,1,1,4,0.27546
64,272,272,32,3,1,17,2,1,16,2,1,1,8,0.32768
64,272,272,32,3,1,17,2,1,8,4,4,2,1,0.34304
64,272,272,32,3,1,1,16,1,16,2,1,17,1,0.44438
64,272,272,32,3,1,17,8,1,16,2,4,1,2,1.150465
64,272,272,32,3,1,17,2,1,8,4,2,2,4,0.39629
64,272,272,32,3,1,17,2,1,16,2,2,1,1,0.37171
64,272,272,32,3,1,34,2,1,2,16,1,4,1,0.340495
64,272,272,32,3,1,17,2,1,4,8,1,4,2,0.32666
64,272,272,32,3,1,17,4,1,16,2,2,1,2,0.28315500000000005
64,272,272,32,3,1,17,2,1,8,4,1,2,1,0.32669
64,272,272,32,3,1,17,2,1,2,16,2,8,1,0.39629
64,272,272,32,3,1,17,2,1,8,4,2,2,2,0.33433999999999997
64,272,272,32,3,1,17,8,1,8,4,1,2,1,1.692675
64,272,272,32,3,1,17,8,1,16,2,4,1,1,2.7919549999999997
64,272,272,32,3,1,34,4,1,8,4,2,1,2,0.495635
64,272,272,32,3,1,17,2,1,16,2,1,1,2,0.326675
64,272,272,32,3,1,68,2,1,2,16,1,2,1,0.48385500000000004
64,272,272,32,3,1,17,4,1,16,2,4,1,2,0.31027
