K,H,W,C,R,TH,TW,TK,WH,WW,WK,BH,BW,BK,Time
512,34,34,256,3,1,17,8,1,2,16,1,1,1,2.3382899999999998
512,34,34,256,3,1,17,8,1,1,32,2,2,1,2.16013
512,34,34,256,3,1,1,2,1,2,16,1,17,1,1.02502
512,34,34,256,3,1,17,2,1,1,32,1,2,2,0.4823
512,34,34,256,3,1,17,2,1,1,32,1,2,1,0.448015
512,34,34,256,3,1,17,2,1,2,16,17,1,1,0.75162
512,34,34,256,3,1,1,8,1,2,16,1,17,1,1.25955
512,34,34,256,3,1,2,8,1,1,32,1,17,1,0.75674
512,34,34,256,3,1,17,2,1,2,16,1,1,4,0.48129500000000003
512,34,34,256,3,1,17,4,1,1,32,1,2,2,0.65331
512,34,34,256,3,1,34,4,1,1,32,1,1,1,1.54931
512,34,34,256,3,1,17,8,1,2,16,1,1,2,2.08589
512,34,34,256,3,1,17,2,1,2,16,1,1,2,0.44851
512,34,34,256,3,1,17,4,1,2,16,2,1,4,0.73011
512,34,34,256,3,1,34,2,1,1,32,1,1,1,0.71987
512,34,34,256,3,1,17,2,1,2,16,2,1,4,0.47104
512,34,34,256,3,1,34,2,1,1,32,2,1,1,0.62923
512,34,34,256,3,1,34,2,1,1,32,1,1,4,0.65331
512,34,34,256,3,1,34,4,1,1,32,2,1,2,1.30968
512,34,34,256,3,1,17,2,1,1,32,2,2,1,0.450575
512,34,34,256,3,1,34,2,1,1,32,2,1,2,0.59341
512,34,34,256,3,1,17,2,1,1,32,1,2,4,0.48538
512,34,34,256,3,1,17,4,1,1,32,1,2,1,0.645635
512,34,34,256,3,1,2,2,1,1,32,1,17,1,1.07315
512,34,34,256,3,1,17,4,1,2,16,1,1,2,0.64819
512,34,34,256,3,1,34,4,1,1,32,1,1,2,1.50632
512,34,34,256,3,1,34,4,1,1,32,2,1,1,1.34861
512,34,34,256,3,1,17,2,1,2,16,2,1,2,0.45059
512,34,34,256,3,1,17,4,1,1,32,2,2,2,0.730605
512,34,34,256,3,1,17,8,1,1,32,1,2,1,2.082305
512,34,34,256,3,1,17,4,1,1,32,2,2,1,0.595955
512,34,34,256,3,1,34,2,1,1,32,1,1,2,0.64357
512,34,34,256,3,1,17,8,1,2,16,2,1,1,2.31424
512,34,34,256,3,1,17,4,1,2,16,2,1,2,0.59494
512,34,34,256,3,1,17,4,1,2,16,1,1,1,0.728045
512,34,34,256,3,1,17,4,1,2,16,1,1,4,0.65331
512,34,34,256,3,1,2,4,1,1,32,1,17,1,0.660495
512,34,34,256,3,1,17,8,1,2,16,2,1,2,2.162175
512,34,34,256,3,1,17,2,1,2,16,1,1,1,0.52528
512,34,34,256,3,1,17,2,1,2,16,2,1,1,0.427025
512,34,34,256,3,1,17,4,1,2,16,2,1,1,0.61338
512,34,34,256,3,1,1,4,1,2,16,1,17,1,1.119745
512,34,34,256,3,1,1,16,1,2,16,1,17,1,2.19546
512,34,34,256,3,1,17,2,1,1,32,2,2,2,0.47104
512,34,34,256,3,1,17,2,1,2,16,1,1,8,0.48538
