K,H,W,C,R,TH,TW,TK,WH,WW,WK,BH,BW,BK,Time
32,108,108,32,3,1,9,2,1,4,8,1,3,1,0.054255
32,108,108,32,3,1,27,2,1,4,8,2,1,1,0.07323
32,108,108,32,3,1,3,2,1,4,8,2,9,1,0.06554
32,108,108,32,3,1,3,2,1,4,8,1,9,1,0.0471
32,108,108,32,3,1,27,2,1,4,8,9,1,1,0.11569499999999999
32,108,108,32,3,1,9,2,1,4,8,4,3,1,0.05629
32,108,108,32,3,1,3,2,1,4,8,3,9,1,0.04506
32,108,108,32,3,1,9,2,1,4,8,6,3,1,0.05939
32,108,108,32,3,1,9,2,1,4,8,9,3,1,0.08192
32,108,108,32,3,1,9,2,1,4,8,3,3,1,0.05629
32,108,108,32,3,1,27,2,1,4,8,6,1,1,0.08397
32,108,108,32,3,1,27,2,1,4,8,1,1,1,0.072685
32,108,108,32,3,1,1,2,1,4,8,1,27,1,0.10138
32,108,108,32,3,1,9,2,1,4,8,2,3,1,0.049665
32,108,108,32,3,1,27,2,1,4,8,4,1,1,0.06963
32,108,108,32,3,1,27,2,1,4,8,3,1,1,0.06912
