K,H,W,C,R,TH,TW,TK,WH,WW,WK,BH,BW,BK,Time
32,108,108,3,3,1,3,2,1,4,8,1,9,1,0.01027
32,108,108,3,3,1,27,2,1,4,8,9,1,1,0.02048
32,108,108,3,3,1,9,2,1,4,8,4,3,1,0.01126
32,108,108,3,3,1,27,2,1,4,8,3,1,1,0.01536
32,108,108,3,3,1,27,2,1,4,8,6,1,1,0.015345000000000001
32,108,108,3,3,1,9,2,1,4,8,1,3,1,0.010255
32,108,108,3,3,1,9,2,1,4,8,2,3,1,0.01126
32,108,108,3,3,1,27,2,1,4,8,4,1,1,0.01536
32,108,108,3,3,1,9,2,1,4,8,3,3,1,0.01126
32,108,108,3,3,1,9,2,1,4,8,6,3,1,0.01229
32,108,108,3,3,1,27,2,1,4,8,1,1,1,0.01536
32,108,108,3,3,1,27,2,1,4,8,2,1,1,0.01432
32,108,108,3,3,1,3,2,1,4,8,2,9,1,0.01331
32,108,108,3,3,1,3,2,1,4,8,3,9,1,0.01126
32,108,108,3,3,1,9,2,1,4,8,9,3,1,0.01536
32,108,108,3,3,1,1,2,1,4,8,1,27,1,0.01846
