K,H,W,C,R,TH,TW,TK,WH,WW,WK,BH,BW,BK,Time
128,136,136,64,3,1,34,2,1,2,16,1,2,2,0.39325
128,136,136,64,3,1,17,4,1,4,8,4,2,1,0.30208
128,136,136,64,3,1,17,8,1,8,4,8,1,1,1.01632
128,136,136,64,3,1,17,2,1,2,16,4,4,1,0.38298
128,136,136,64,3,1,34,2,1,4,8,2,1,1,0.38861
128,136,136,64,3,1,17,4,1,8,4,8,1,1,0.30109
128,136,136,64,3,1,17,4,1,4,8,2,2,1,0.29339499999999996
128,136,136,64,3,1,34,2,1,2,16,2,2,2,0.31232
128,136,136,64,3,1,17,2,1,2,16,1,4,1,0.32461
128,136,136,64,3,1,1,2,1,8,4,1,17,1,0.96205
128,136,136,64,3,1,17,2,1,4,8,1,2,1,0.354815
128,136,136,64,3,1,68,2,1,2,16,1,1,1,0.546835
128,136,136,64,3,1,34,2,1,4,8,1,1,2,0.38298
128,136,136,64,3,1,2,4,1,4,8,1,17,1,0.52019
128,136,136,64,3,1,68,2,1,1,32,1,2,1,1.21242
128,136,136,64,3,1,8,2,1,1,32,1,17,1,0.41472
128,136,136,64,3,1,34,2,1,2,16,2,2,1,0.31027
128,136,136,64,3,1,17,8,1,8,4,1,1,1,1.159695
128,136,136,64,3,1,34,2,1,4,8,2,1,4,0.31232
128,136,136,64,3,1,2,2,1,4,8,1,17,1,0.86938
128,136,136,64,3,1,17,2,1,4,8,2,2,2,0.34
128,136,136,64,3,1,17,4,1,8,4,1,1,4,0.30208
128,136,136,64,3,1,17,2,1,4,8,1,2,4,0.339985
128,136,136,64,3,1,17,2,1,4,8,2,2,4,0.35021
128,136,136,64,3,1,34,2,1,4,8,4,1,1,0.41472
128,136,136,64,3,1,17,2,1,1,32,1,8,1,0.340465
128,136,136,64,3,1,17,2,1,8,4,4,1,1,0.33894
128,136,136,64,3,1,34,2,1,2,16,1,2,1,0.38756500000000005
128,136,136,64,3,1,17,2,1,2,16,1,4,2,0.33997
128,136,136,64,3,1,4,4,1,2,16,1,17,1,0.40752
128,136,136,64,3,1,17,4,1,8,4,1,1,2,0.30518
128,136,136,64,3,1,17,4,1,4,8,8,2,1,0.32048
128,136,136,64,3,1,17,4,1,8,4,2,1,2,0.29389
128,136,136,64,3,1,68,2,1,2,16,2,1,1,0.39681500000000003
128,136,136,64,3,1,68,2,1,2,16,4,1,1,0.33486499999999997
128,136,136,64,3,1,34,4,1,2,16,2,2,1,0.493585
128,136,136,64,3,1,34,4,1,2,16,4,2,1,0.49971
128,136,136,64,3,1,34,4,1,4,8,1,1,1,0.543215
