K,H,W,C,R,TH,TW,TK,WH,WW,WK,BH,BW,BK,Time
64,54,54,64,3,1,27,2,1,2,16,2,1,1,0.10954
64,54,54,64,3,1,27,2,1,2,16,9,1,1,0.20787
64,54,54,64,3,1,9,2,1,2,16,9,3,1,0.15872
64,54,54,64,3,1,3,2,1,2,16,2,9,1,0.06038
64,54,54,64,3,1,27,2,1,2,16,1,1,1,0.12387
64,54,54,64,3,1,9,2,1,2,16,3,3,1,0.08698
64,54,54,64,3,1,27,2,1,2,16,3,1,1,0.10954
64,54,54,64,3,1,9,2,1,2,16,2,3,1,0.07472
64,54,54,64,3,1,1,2,1,2,16,1,27,1,0.128
64,54,54,64,3,1,3,2,1,2,16,3,9,1,0.08394
64,54,54,64,3,1,9,2,1,2,16,6,3,1,0.11366
64,54,54,64,3,1,9,2,1,2,16,1,3,1,0.0768
64,54,54,64,3,1,27,2,1,2,16,6,1,1,0.150515
64,54,54,64,3,1,3,2,1,2,16,1,9,1,0.0604
