K,H,W,C,R,TH,TW,TK,WH,WW,WK,BH,BW,BK,Time
128,136,136,64,3,1,17,2,1,8,4,2,1,1,0.42901
128,136,136,64,3,1,17,8,1,8,4,1,1,1,1.625905
128,136,136,64,3,1,17,4,1,8,4,4,1,2,0.32171
128,136,136,64,3,1,17,4,1,4,8,2,2,1,0.32299500000000003
128,136,136,64,3,1,17,4,1,8,4,4,1,4,0.33831999999999995
128,136,136,64,3,1,34,4,1,4,8,4,1,2,0.495235
128,136,136,64,3,1,17,2,1,8,4,1,1,8,0.383375
128,136,136,64,3,1,17,4,1,2,16,4,4,1,0.33866
128,136,136,64,3,1,17,4,1,4,8,1,2,1,0.38235
128,136,136,64,3,1,17,8,1,8,4,2,1,1,1.6636950000000001
128,136,136,64,3,1,17,4,1,8,4,8,1,2,0.31137499999999996
128,136,136,64,3,1,17,4,1,4,8,4,2,1,0.321875
128,136,136,64,3,1,34,2,1,2,16,1,2,2,0.373875
128,136,136,64,3,1,17,2,1,8,4,1,1,1,0.53403
128,136,136,64,3,1,17,2,1,8,4,8,1,2,0.387955
128,136,136,64,3,1,1,16,1,8,4,1,17,1,2.03862
128,136,136,64,3,1,68,2,1,2,16,1,1,1,0.47451
128,136,136,64,3,1,17,2,1,1,32,1,8,1,0.382545
128,136,136,64,3,1,34,2,1,4,8,1,1,2,0.37541
128,136,136,64,3,1,17,2,1,8,4,1,1,2,0.414945
128,136,136,64,3,1,34,2,1,2,16,1,2,1,0.37555
128,136,136,64,3,1,34,2,1,2,16,2,2,2,0.38768
128,136,136,64,3,1,68,2,1,1,32,1,2,1,1.22278
128,136,136,64,3,1,17,2,1,1,32,2,8,1,0.37243499999999996
128,136,136,64,3,1,34,2,1,4,8,4,1,1,0.40451
128,136,136,64,3,1,17,2,1,8,4,4,1,1,0.40256000000000003
128,136,136,64,3,1,8,2,1,1,32,1,17,1,0.41203
128,136,136,64,3,1,17,2,1,8,4,2,1,4,0.38445
128,136,136,64,3,1,17,2,1,8,4,4,1,4,0.40642
128,136,136,64,3,1,34,4,1,4,8,2,1,1,0.507855
128,136,136,64,3,1,34,4,1,4,8,1,1,2,0.661855
128,136,136,64,3,1,34,2,1,2,16,4,2,1,0.4072
128,136,136,64,3,1,68,2,1,2,16,2,1,1,0.608
128,136,136,64,3,1,17,4,1,8,4,4,1,1,0.35868999999999995
128,136,136,64,3,1,2,2,1,4,8,1,17,1,0.969375
128,136,136,64,3,1,17,4,1,4,8,4,2,2,0.33808
128,136,136,64,3,1,34,2,1,4,8,2,1,4,0.387855
128,136,136,64,3,1,17,8,1,4,8,1,2,1,1.67808
128,136,136,64,3,1,17,8,1,8,4,4,1,1,1.715295
128,136,136,64,3,1,17,4,1,4,8,1,2,2,0.350915
128,136,136,64,3,1,17,2,1,8,4,4,1,2,0.394015
128,136,136,64,3,1,17,2,1,2,16,1,4,1,0.374815
128,136,136,64,3,1,1,8,1,8,4,1,17,1,1.1971699999999998
128,136,136,64,3,1,34,2,1,2,16,2,2,1,0.37905500000000003
128,136,136,64,3,1,17,2,1,8,4,8,1,1,0.39815999999999996
128,136,136,64,3,1,34,2,1,4,8,4,1,2,0.40744
128,136,136,64,3,1,17,4,1,2,16,2,4,1,0.33182500000000004
128,136,136,64,3,1,17,2,1,8,4,2,1,2,0.390305
128,136,136,64,3,1,4,2,1,2,16,1,17,1,0.5782700000000001
128,136,136,64,3,1,17,4,1,8,4,1,1,1,0.42752
128,136,136,64,3,1,34,2,1,4,8,1,1,1,0.515215
128,136,136,64,3,1,34,4,1,2,16,4,2,1,0.49499
128,136,136,64,3,1,17,4,1,2,16,1,4,1,0.350785
128,136,136,64,3,1,34,2,1,1,32,1,4,1,0.373905
128,136,136,64,3,1,17,4,1,8,4,1,1,4,0.35096
128,136,136,64,3,1,1,2,1,8,4,1,17,1,1.90496
128,136,136,64,3,1,17,8,1,8,4,4,1,2,1.692175
128,136,136,64,3,1,68,2,1,2,16,2,1,2,0.464945
128,136,136,64,3,1,17,2,1,4,8,1,2,2,0.37507
