K,H,W,C,R,TH,TW,TK,WH,WW,WK,BH,BW,BK,Time
512,34,34,256,3,1,2,4,1,1,32,1,17,1,0.737025
512,34,34,256,3,1,2,2,1,1,32,1,17,1,0.991185
512,34,34,256,3,1,17,4,1,2,16,2,1,4,0.665805
512,34,34,256,3,1,17,8,1,2,16,2,1,2,2.05229
512,34,34,256,3,1,17,4,1,2,16,1,1,4,0.58704
512,34,34,256,3,1,1,8,1,2,16,1,17,1,2.1369949999999998
512,34,34,256,3,1,17,4,1,2,16,2,1,1,0.653695
512,34,34,256,3,1,34,2,1,1,32,1,1,2,0.653025
512,34,34,256,3,1,17,4,1,1,32,2,2,2,0.6656
512,34,34,256,3,1,17,8,1,1,32,2,2,1,2.04928
512,34,34,256,3,1,1,16,1,2,16,1,17,1,3.992255
512,34,34,256,3,1,17,4,1,2,16,2,1,2,0.5536449999999999
512,34,34,256,3,1,34,4,1,1,32,1,1,1,1.040125
512,34,34,256,3,1,17,4,1,2,16,1,1,2,0.69083
512,34,34,256,3,1,34,4,1,1,32,2,1,1,0.904
512,34,34,256,3,1,1,4,1,2,16,1,17,1,1.3799549999999998
512,34,34,256,3,1,34,4,1,1,32,2,1,2,0.8955649999999999
512,34,34,256,3,1,34,2,1,1,32,2,1,1,0.664385
512,34,34,256,3,1,2,8,1,1,32,1,17,1,1.09539
512,34,34,256,3,1,17,8,1,2,16,1,1,1,1.906595
512,34,34,256,3,1,34,2,1,1,32,2,1,2,0.544655
512,34,34,256,3,1,34,2,1,1,32,1,1,1,0.63957
512,34,34,256,3,1,17,4,1,2,16,1,1,1,0.645135
512,34,34,256,3,1,17,8,1,2,16,2,1,1,1.6326399999999999
512,34,34,256,3,1,17,2,1,1,32,1,2,4,0.466275
512,34,34,256,3,1,17,4,1,1,32,1,2,2,0.5871999999999999
512,34,34,256,3,1,17,2,1,2,16,1,1,4,0.47328
512,34,34,256,3,1,17,4,1,1,32,1,2,1,0.69051
512,34,34,256,3,1,17,2,1,2,16,2,1,4,0.4471
512,34,34,256,3,1,17,2,1,1,32,1,2,1,0.468095
512,34,34,256,3,1,17,2,1,2,16,2,1,2,0.452365
512,34,34,256,3,1,17,8,1,2,16,1,1,2,1.980035
512,34,34,256,3,1,17,2,1,2,16,1,1,8,0.46662499999999996
512,34,34,256,3,1,17,2,1,2,16,1,1,1,0.528465
512,34,34,256,3,1,17,2,1,2,16,2,1,1,0.442415
512,34,34,256,3,1,17,8,1,1,32,1,2,1,1.9794200000000002
512,34,34,256,3,1,34,4,1,1,32,1,1,2,1.006735
512,34,34,256,3,1,17,2,1,2,16,1,1,2,0.46657499999999996
512,34,34,256,3,1,17,4,1,1,32,2,2,1,0.5531349999999999
512,34,34,256,3,1,17,2,1,1,32,2,2,2,0.44685
512,34,34,256,3,1,17,2,1,1,32,1,2,2,0.47287999999999997
512,34,34,256,3,1,17,2,1,1,32,2,2,1,0.452335
512,34,34,256,3,1,1,2,1,2,16,1,17,1,1.8108
512,34,34,256,3,1,17,2,1,2,16,17,1,1,0.77389
512,34,34,256,3,1,34,2,1,1,32,1,1,4,0.58093
