K,H,W,C,R,TH,TW,TK,WH,WW,WK,BH,BW,BK,Time
32,108,108,32,3,1,3,2,1,4,8,1,9,1,0.084205
32,108,108,32,3,1,9,2,1,4,8,4,3,1,0.0615
32,108,108,32,3,1,27,2,1,4,8,3,1,1,0.08523
32,108,108,32,3,1,3,2,1,4,8,2,9,1,0.07904
32,108,108,32,3,1,3,2,1,4,8,3,9,1,0.10195
32,108,108,32,3,1,1,2,1,4,8,1,27,1,0.17445
32,108,108,32,3,1,9,2,1,4,8,1,3,1,0.05843
32,108,108,32,3,1,9,2,1,4,8,9,3,1,0.093075
32,108,108,32,3,1,9,2,1,4,8,2,3,1,0.05269
32,108,108,32,3,1,27,2,1,4,8,9,1,1,0.11318500000000001
32,108,108,32,3,1,27,2,1,4,8,2,1,1,0.076065
32,108,108,32,3,1,27,2,1,4,8,1,1,1,0.071135
32,108,108,32,3,1,27,2,1,4,8,6,1,1,0.08229
32,108,108,32,3,1,9,2,1,4,8,6,3,1,0.070225
32,108,108,32,3,1,27,2,1,4,8,4,1,1,0.068175
32,108,108,32,3,1,9,2,1,4,8,3,3,1,0.07845
