K,H,W,C,R,TH,TW,TK,WH,WW,WK,BH,BW,BK,Time
64,54,54,64,3,1,3,2,1,2,16,2,9,1,0.08099
64,54,54,64,3,1,9,2,1,2,16,6,3,1,0.12715500000000002
64,54,54,64,3,1,9,2,1,2,16,9,3,1,0.17723499999999998
64,54,54,64,3,1,27,2,1,2,16,1,1,1,0.115825
64,54,54,64,3,1,27,2,1,2,16,9,1,1,0.20132499999999998
64,54,54,64,3,1,1,2,1,2,16,1,27,1,0.17683
64,54,54,64,3,1,9,2,1,2,16,2,3,1,0.07213
64,54,54,64,3,1,9,2,1,2,16,3,3,1,0.091985
64,54,54,64,3,1,3,2,1,2,16,3,9,1,0.11107
64,54,54,64,3,1,27,2,1,2,16,3,1,1,0.102445
64,54,54,64,3,1,27,2,1,2,16,6,1,1,0.14392
64,54,54,64,3,1,3,2,1,2,16,1,9,1,0.084595
64,54,54,64,3,1,9,2,1,2,16,1,3,1,0.07957
64,54,54,64,3,1,27,2,1,2,16,2,1,1,0.10227
