K,H,W,C,R,TH,TW,TK,WH,WW,WK,BH,BW,BK,Time
32,544,544,3,3,1,34,4,1,16,2,1,1,2,0.30709
32,544,544,3,3,1,1,4,1,32,1,1,17,1,0.31971
32,544,544,3,3,1,17,2,1,32,1,1,1,2,0.182785
32,544,544,3,3,1,17,2,1,32,1,1,1,1,0.26392
32,544,544,3,3,1,17,4,1,16,2,2,2,1,0.12325
32,544,544,3,3,1,17,4,1,16,2,1,2,1,0.135825
32,544,544,3,3,1,17,2,1,16,2,2,2,2,0.16859000000000002
32,544,544,3,3,1,34,2,1,16,2,1,1,4,0.15093
32,544,544,3,3,1,1,16,1,32,1,1,17,1,0.18763000000000002
32,544,544,3,3,1,34,4,1,16,2,1,1,1,0.286735
32,544,544,3,3,1,17,4,1,8,4,1,4,1,0.12763
32,544,544,3,3,1,17,4,1,16,2,1,2,2,0.127695
32,544,544,3,3,1,4,2,1,8,4,1,17,1,0.20691
32,544,544,3,3,1,68,2,1,8,4,1,1,1,0.322925
32,544,544,3,3,1,34,2,1,4,8,1,4,1,0.15084999999999998
32,544,544,3,3,1,17,4,1,32,1,1,1,1,0.19848
32,544,544,3,3,1,1,2,1,32,1,1,17,1,0.515615
32,544,544,3,3,1,34,2,1,16,2,1,1,2,0.22877
32,544,544,3,3,1,4,4,1,8,4,1,17,1,0.16035
32,544,544,3,3,1,17,4,1,32,1,4,1,2,0.14099
32,544,544,3,3,1,17,2,1,4,8,1,8,1,0.16086499999999998
32,544,544,3,3,1,17,2,1,32,1,2,1,1,0.2411
32,544,544,3,3,1,17,2,1,16,2,1,2,2,0.15886499999999998
32,544,544,3,3,1,17,2,1,8,4,2,4,1,0.16938999999999999
32,544,544,3,3,1,17,8,1,16,2,2,2,1,0.6010850000000001
32,544,544,3,3,1,17,2,1,32,1,4,1,2,0.16048
32,544,544,3,3,1,34,2,1,16,2,2,1,1,0.23505500000000001
32,544,544,3,3,1,17,8,1,32,1,4,1,1,0.400945
32,544,544,3,3,1,34,2,1,16,2,2,1,2,0.256175
32,544,544,3,3,1,17,2,1,32,1,1,1,4,0.15881499999999998
32,544,544,3,3,1,34,2,1,16,2,1,1,1,0.27909
32,544,544,3,3,1,17,2,1,32,1,2,1,4,0.168435
32,544,544,3,3,1,17,4,1,16,2,4,2,1,0.14227499999999998
32,544,544,3,3,1,17,4,1,8,4,2,4,1,0.14574
32,544,544,3,3,1,34,4,1,8,4,2,2,1,0.31101
32,544,544,3,3,1,17,4,1,16,2,2,2,2,0.14619
32,544,544,3,3,1,17,8,1,32,1,2,1,2,0.603805
32,544,544,3,3,1,17,8,1,16,2,4,2,1,0.578065
32,544,544,3,3,1,17,4,1,32,1,2,1,2,0.123485
32,544,544,3,3,1,34,4,1,16,2,4,1,1,0.304525
32,544,544,3,3,1,17,8,1,32,1,4,1,2,0.57437
32,544,544,3,3,1,17,2,1,16,2,1,2,1,0.18192
32,544,544,3,3,1,17,2,1,32,1,2,1,2,0.15891
32,544,544,3,3,1,1,8,1,32,1,1,17,1,0.22923500000000002
32,544,544,3,3,1,34,2,1,8,4,2,2,1,0.25688
32,544,544,3,3,1,17,4,1,32,1,4,1,1,0.179455
32,544,544,3,3,1,68,2,1,8,4,2,1,1,0.317475
32,544,544,3,3,1,8,2,1,4,8,1,17,1,0.174925
32,544,544,3,3,1,17,8,1,32,1,1,1,2,0.465425
32,544,544,3,3,1,17,4,1,32,1,2,1,1,0.191235
32,544,544,3,3,1,34,2,1,16,2,4,1,1,0.25114
32,544,544,3,3,1,17,4,1,32,1,1,1,2,0.13571
32,544,544,3,3,1,2,2,1,16,2,1,17,1,0.29427
32,544,544,3,3,1,68,2,1,8,4,1,1,2,0.1907
32,544,544,3,3,1,34,4,1,16,2,2,1,1,0.3016
32,544,544,3,3,1,17,2,1,8,4,1,4,2,0.161025
32,544,544,3,3,1,17,8,1,32,1,2,1,1,0.39897499999999997
32,544,544,3,3,1,17,2,1,32,1,4,1,1,0.25501
32,544,544,3,3,1,34,2,1,8,4,1,2,2,0.15092499999999998
32,544,544,3,3,1,2,8,1,16,2,1,17,1,0.150785
32,544,544,3,3,1,34,4,1,8,4,1,2,1,0.307165
32,544,544,3,3,1,17,2,1,32,1,1,1,8,0.16084500000000002
32,544,544,3,3,1,17,8,1,16,2,1,2,1,0.463825
32,544,544,3,3,1,34,4,1,16,2,2,1,2,0.3116
32,544,544,3,3,1,17,2,1,8,4,1,4,1,0.15835500000000002
32,544,544,3,3,1,2,4,1,16,2,1,17,1,0.19588499999999998
32,544,544,3,3,1,17,8,1,32,1,1,1,1,0.40635
32,544,544,3,3,1,17,2,1,16,2,4,2,1,0.160045
32,544,544,3,3,1,17,4,1,32,1,1,1,4,0.1276
32,544,544,3,3,1,17,2,1,16,2,1,2,4,0.1607
32,544,544,3,3,1,17,4,1,32,1,2,1,4,0.145965
32,544,544,3,3,1,68,2,1,4,8,1,2,1,0.191535
32,544,544,3,3,1,34,2,1,8,4,1,2,1,0.22912
32,544,544,3,3,1,17,2,1,16,2,2,2,1,0.15864
