K,H,W,C,R,TH,TW,TK,WH,WW,WK,BH,BW,BK,Time
64,56,56,64,3,1,7,4,1,4,8,1,2,1,0.082595
64,56,56,64,3,1,7,2,1,8,4,28,1,1,0.16616
64,56,56,64,3,1,14,2,1,2,16,7,2,1,0.12352
64,56,56,64,3,1,7,4,1,8,4,2,1,1,0.084225
64,56,56,64,3,1,14,2,1,4,8,8,1,2,0.12771
64,56,56,64,3,1,7,4,1,4,8,7,2,1,0.129455
64,56,56,64,3,1,7,2,1,8,4,7,1,1,0.07936
64,56,56,64,3,1,14,2,1,4,8,2,1,2,0.07979
64,56,56,64,3,1,7,2,1,4,8,1,2,2,0.07853
64,56,56,64,3,1,7,2,1,8,4,14,1,1,0.10253
64,56,56,64,3,1,28,2,1,2,16,7,1,1,0.14547
64,56,56,64,3,1,1,4,1,8,4,1,7,1,0.14834
64,56,56,64,3,1,7,2,1,4,8,7,2,1,0.09784000000000001
64,56,56,64,3,1,7,2,1,2,16,7,4,1,0.15462
64,56,56,64,3,1,14,2,1,2,16,4,2,1,0.09626
64,56,56,64,3,1,14,4,1,4,8,7,1,1,0.14419
64,56,56,64,3,1,1,2,1,8,4,1,7,4,0.18438
64,56,56,64,3,1,1,2,1,4,8,1,14,1,0.17568
64,56,56,64,3,1,2,4,1,4,8,2,7,1,0.07896
64,56,56,64,3,1,7,4,1,8,4,7,1,2,0.1295
64,56,56,64,3,1,7,4,1,8,4,8,1,1,0.101325
64,56,56,64,3,1,14,2,1,4,8,1,1,1,0.09562
64,56,56,64,3,1,1,2,1,8,4,2,7,2,0.18125
64,56,56,64,3,1,28,2,1,2,16,4,1,1,0.105555
64,56,56,64,3,1,7,2,1,4,8,1,2,1,0.078845
64,56,56,64,3,1,4,2,1,2,16,2,7,1,0.06717
64,56,56,64,3,1,7,2,1,4,8,4,2,2,0.09351999999999999
64,56,56,64,3,1,7,2,1,8,4,4,1,4,0.09368
64,56,56,64,3,1,7,8,1,8,4,7,1,1,0.14598
64,56,56,64,3,1,1,2,1,2,16,1,28,1,0.18438
64,56,56,64,3,1,7,2,1,8,4,8,1,2,0.096305
64,56,56,64,3,1,7,2,1,8,4,1,1,1,0.09571
64,56,56,64,3,1,7,8,1,8,4,8,1,1,0.14851
64,56,56,64,3,1,7,4,1,8,4,8,1,2,0.13222
64,56,56,64,3,1,14,2,1,4,8,7,1,1,0.095505
64,56,56,64,3,1,7,2,1,8,4,1,1,2,0.0788
64,56,56,64,3,1,4,2,1,2,16,1,7,1,0.0696
64,56,56,64,3,1,28,2,1,2,16,1,1,1,0.11789
64,56,56,64,3,1,7,2,1,8,4,14,1,2,0.15206
64,56,56,64,3,1,2,2,1,4,8,2,7,1,0.090275
64,56,56,64,3,1,7,8,1,8,4,4,1,1,0.10595
64,56,56,64,3,1,2,2,1,4,8,1,7,1,0.0944
64,56,56,64,3,1,7,4,1,8,4,4,1,1,0.083245
64,56,56,64,3,1,14,2,1,4,8,4,1,2,0.09608
64,56,56,64,3,1,7,2,1,8,4,7,1,4,0.154835
64,56,56,64,3,1,7,2,1,8,4,8,1,1,0.08429
64,56,56,64,3,1,1,8,1,8,4,2,7,1,0.12874
64,56,56,64,3,1,7,4,1,4,8,4,2,1,0.09898
64,56,56,64,3,1,1,2,1,8,4,2,7,1,0.17517
64,56,56,64,3,1,1,2,1,8,4,1,7,1,0.17284500000000003
64,56,56,64,3,1,7,4,1,8,4,7,1,1,0.09820999999999999
64,56,56,64,3,1,7,2,1,4,8,4,2,1,0.082065
64,56,56,64,3,1,7,2,1,8,4,2,1,4,0.07094
64,56,56,64,3,1,2,2,1,4,8,2,7,2,0.08852499999999999
64,56,56,64,3,1,14,2,1,2,16,1,2,1,0.081505
64,56,56,64,3,1,7,2,1,4,8,14,2,1,0.15206
64,56,56,64,3,1,2,4,1,4,8,4,7,1,0.11853
64,56,56,64,3,1,7,2,1,2,16,8,4,1,0.17940499999999998
64,56,56,64,3,1,7,2,1,8,4,7,1,2,0.09808
64,56,56,64,3,1,14,4,1,4,8,8,1,1,0.14785500000000001
64,56,56,64,3,1,1,2,1,8,4,4,7,1,0.18077
64,56,56,64,3,1,7,2,1,8,4,2,1,2,0.082385
64,56,56,64,3,1,7,2,1,4,8,2,2,2,0.07098
64,56,56,64,3,1,1,4,1,8,4,1,7,2,0.14554
64,56,56,64,3,1,7,2,1,4,8,8,2,1,0.09648
64,56,56,64,3,1,14,2,1,2,16,8,2,1,0.12768
64,56,56,64,3,1,1,4,1,4,8,1,14,1,0.14541
64,56,56,64,3,1,7,4,1,4,8,8,2,1,0.13229
64,56,56,64,3,1,7,8,1,8,4,1,1,1,0.11805
64,56,56,64,3,1,7,2,1,2,16,1,4,1,0.078595
64,56,56,64,3,1,1,8,1,8,4,1,7,1,0.13429
64,56,56,64,3,1,7,2,1,8,4,2,1,1,0.07914
64,56,56,64,3,1,28,2,1,2,16,2,1,1,0.10422500000000001
64,56,56,64,3,1,1,2,1,4,8,2,14,1,0.18117
64,56,56,64,3,1,7,4,1,8,4,4,1,2,0.09914
64,56,56,64,3,1,14,2,1,4,8,2,1,1,0.08316499999999999
64,56,56,64,3,1,7,2,1,2,16,2,4,1,0.07091
64,56,56,64,3,1,7,2,1,2,16,4,4,1,0.09344
64,56,56,64,3,1,14,2,1,4,8,8,1,1,0.09792
64,56,56,64,3,1,1,2,1,8,4,1,7,2,0.17578
64,56,56,64,3,1,7,2,1,4,8,8,2,2,0.1793
64,56,56,64,3,1,2,4,1,4,8,1,7,1,0.081965
64,56,56,64,3,1,1,2,1,4,8,1,14,2,0.184205
64,56,56,64,3,1,7,4,1,8,4,14,1,1,0.14483
