K,H,W,C,R,TH,TW,TK,WH,WW,WK,BH,BW,BK,Time
64,56,56,64,3,1,2,2,1,2,16,1,14,1,0.089715
64,56,56,64,3,1,7,2,1,4,8,2,2,1,0.082355
64,56,56,64,3,1,7,4,1,8,4,1,1,1,0.09703999999999999
64,56,56,64,3,1,7,8,1,8,4,14,1,1,0.243855
64,56,56,64,3,1,2,2,1,4,8,1,7,2,0.08992
64,56,56,64,3,1,7,8,1,8,4,2,1,1,0.10406
64,56,56,64,3,1,2,2,1,4,8,4,7,1,0.087185
64,56,56,64,3,1,7,2,1,8,4,8,1,4,0.17939
64,56,56,64,3,1,14,4,1,4,8,4,1,1,0.10547
64,56,56,64,3,1,2,2,1,2,16,2,14,1,0.08816
64,56,56,64,3,1,7,4,1,8,4,2,1,2,0.0815
64,56,56,64,3,1,14,2,1,4,8,7,1,2,0.123425
64,56,56,64,3,1,14,2,1,4,8,4,1,1,0.081105
64,56,56,64,3,1,7,2,1,8,4,4,1,1,0.08195
64,56,56,64,3,1,14,4,1,4,8,1,1,1,0.11706
64,56,56,64,3,1,4,2,1,2,16,4,7,1,0.09926
64,56,56,64,3,1,1,4,1,8,4,4,7,1,0.1463
64,56,56,64,3,1,28,2,1,2,16,8,1,1,0.14845
64,56,56,64,3,1,14,2,1,4,8,1,1,2,0.08163000000000001
64,56,56,64,3,1,14,4,1,4,8,2,1,1,0.10349
64,56,56,64,3,1,7,2,1,8,4,4,1,2,0.08222499999999999
64,56,56,64,3,1,14,4,1,4,8,14,1,1,0.23987
64,56,56,64,3,1,7,4,1,4,8,2,2,1,0.081455
64,56,56,64,3,1,14,2,1,2,16,2,2,1,0.07991999999999999
64,56,56,64,3,1,7,2,1,4,8,7,2,2,0.15446
64,56,56,64,3,1,7,2,1,8,4,1,1,4,0.078575
64,56,56,64,3,1,14,2,1,4,8,14,1,1,0.13726500000000003
64,56,56,64,3,1,1,4,1,8,4,2,7,1,0.14276499999999998
64,56,56,64,3,1,7,4,1,8,4,1,1,2,0.08261
