K,H,W,C,R,TH,TW,TK,WH,WW,WK,BH,BW,BK,Time
256,68,68,128,3,1,17,2,1,4,8,4,1,4,0.34972499999999995
256,68,68,128,3,1,17,2,1,2,16,4,2,1,0.38156999999999996
256,68,68,128,3,1,17,4,1,2,16,1,2,2,0.38176
256,68,68,128,3,1,17,4,1,2,16,1,2,1,0.365745
256,68,68,128,3,1,34,2,1,1,32,1,2,1,0.371535
256,68,68,128,3,1,68,2,1,1,32,2,1,1,0.65427
256,68,68,128,3,1,17,2,1,2,16,1,2,1,0.46795
256,68,68,128,3,1,34,4,1,2,16,4,1,1,0.5829599999999999
256,68,68,128,3,1,17,4,1,4,8,2,1,1,0.358865
256,68,68,128,3,1,17,8,1,2,16,4,2,1,1.40146
256,68,68,128,3,1,17,8,1,4,8,4,1,1,1.1080649999999999
256,68,68,128,3,1,17,2,1,4,8,4,1,2,0.38154
256,68,68,128,3,1,17,4,1,2,16,2,2,2,0.38461
256,68,68,128,3,1,17,4,1,4,8,1,1,2,0.364835
256,68,68,128,3,1,17,2,1,4,8,1,1,8,0.371985
256,68,68,128,3,1,17,2,1,4,8,1,1,1,0.5284800000000001
256,68,68,128,3,1,34,2,1,2,16,2,1,1,0.37056
256,68,68,128,3,1,17,2,1,2,16,1,2,4,0.37179
256,68,68,128,3,1,1,8,1,4,8,1,17,1,2.11688
256,68,68,128,3,1,34,2,1,2,16,2,1,2,0.36861
256,68,68,128,3,1,34,4,1,2,16,1,1,1,0.6652
256,68,68,128,3,1,34,2,1,2,16,4,1,1,0.37379
256,68,68,128,3,1,17,2,1,1,32,2,4,2,0.35749
256,68,68,128,3,1,17,4,1,1,32,4,4,1,0.5673
256,68,68,128,3,1,34,4,1,1,32,1,2,1,0.6927049999999999
256,68,68,128,3,1,34,4,1,2,16,2,1,2,0.49294499999999997
256,68,68,128,3,1,17,2,1,4,8,2,1,4,0.37763
256,68,68,128,3,1,17,4,1,2,16,2,2,1,0.36709
256,68,68,128,3,1,17,2,1,4,8,2,1,2,0.380495
256,68,68,128,3,1,17,2,1,1,32,4,4,1,0.35018
256,68,68,128,3,1,17,2,1,4,8,4,1,1,0.3872
256,68,68,128,3,1,17,2,1,2,16,4,2,2,0.35006499999999996
256,68,68,128,3,1,2,2,1,2,16,1,17,1,0.876465
256,68,68,128,3,1,34,2,1,2,16,2,1,4,0.3776
256,68,68,128,3,1,17,8,1,4,8,1,1,1,1.118945
256,68,68,128,3,1,34,2,1,1,32,2,2,2,0.378
256,68,68,128,3,1,17,8,1,4,8,2,1,2,1.3244799999999999
256,68,68,128,3,1,17,4,1,4,8,4,1,1,0.3615
256,68,68,128,3,1,17,4,1,4,8,1,1,4,0.38118
256,68,68,128,3,1,17,8,1,4,8,1,1,2,1.30664
256,68,68,128,3,1,17,8,1,2,16,1,2,1,1.307825
256,68,68,128,3,1,17,4,1,2,16,4,2,1,0.38024
256,68,68,128,3,1,34,2,1,2,16,1,1,1,0.6335850000000001
256,68,68,128,3,1,17,4,1,1,32,1,4,1,0.38112
256,68,68,128,3,1,17,2,1,2,16,2,2,1,0.38051
256,68,68,128,3,1,17,2,1,2,16,2,2,2,0.37727999999999995
256,68,68,128,3,1,17,2,1,2,16,2,2,4,0.357615
256,68,68,128,3,1,68,2,1,1,32,4,1,1,0.441905
256,68,68,128,3,1,34,4,1,2,16,4,1,2,0.67373
256,68,68,128,3,1,68,2,1,1,32,1,1,2,0.6524650000000001
256,68,68,128,3,1,17,4,1,4,8,2,1,4,0.38495999999999997
256,68,68,128,3,1,17,2,1,4,8,2,1,1,0.3876
256,68,68,128,3,1,34,4,1,2,16,2,1,1,0.73869
256,68,68,128,3,1,17,4,1,4,8,4,1,2,0.38024
256,68,68,128,3,1,34,2,1,1,32,2,2,1,0.36864
256,68,68,128,3,1,34,2,1,1,32,4,2,1,0.37011
256,68,68,128,3,1,17,2,1,2,16,1,2,2,0.388685
256,68,68,128,3,1,17,8,1,2,16,2,2,1,1.3250199999999999
256,68,68,128,3,1,4,2,1,1,32,1,17,1,0.5599350000000001
256,68,68,128,3,1,2,4,1,2,16,1,17,1,0.71533
256,68,68,128,3,1,34,4,1,2,16,1,1,2,0.69184
256,68,68,128,3,1,34,2,1,2,16,1,1,4,0.38608
256,68,68,128,3,1,1,16,1,4,8,1,17,1,3.96077
256,68,68,128,3,1,17,4,1,4,8,2,1,2,0.36694499999999997
256,68,68,128,3,1,68,2,1,1,32,2,1,2,0.42196500000000003
256,68,68,128,3,1,17,8,1,4,8,2,1,1,1.092015
256,68,68,128,3,1,1,2,1,4,8,1,17,1,1.797615
256,68,68,128,3,1,17,4,1,4,8,4,1,4,0.56746
256,68,68,128,3,1,2,8,1,2,16,1,17,1,1.066385
256,68,68,128,3,1,17,2,1,4,8,2,1,8,0.357425
256,68,68,128,3,1,68,2,1,1,32,1,1,1,1.254385
256,68,68,128,3,1,17,4,1,4,8,1,1,1,0.39565
256,68,68,128,3,1,17,4,1,1,32,2,4,1,0.384735
256,68,68,128,3,1,1,4,1,4,8,1,17,1,1.365075
256,68,68,128,3,1,34,4,1,1,32,4,2,1,0.672045
256,68,68,128,3,1,4,4,1,1,32,1,17,1,0.456065
256,68,68,128,3,1,17,2,1,4,8,17,1,1,0.42991999999999997
256,68,68,128,3,1,34,2,1,1,32,1,2,2,0.386225
256,68,68,128,3,1,17,2,1,1,32,1,4,1,0.388465
256,68,68,128,3,1,17,2,1,4,8,1,1,4,0.38829
256,68,68,128,3,1,34,2,1,2,16,1,1,2,0.36868999999999996
256,68,68,128,3,1,34,4,1,1,32,2,2,1,0.491855
256,68,68,128,3,1,17,8,1,4,8,4,1,2,1.395505
256,68,68,128,3,1,17,2,1,1,32,2,4,1,0.377375
256,68,68,128,3,1,17,2,1,1,32,1,4,2,0.37212999999999996
256,68,68,128,3,1,34,2,1,2,16,4,1,2,0.3704
256,68,68,128,3,1,17,4,1,2,16,4,2,2,0.567155
256,68,68,128,3,1,17,2,1,4,8,1,1,2,0.46570999999999996
