K,H,W,C,R,TH,TW,TK,WH,WW,WK,BH,BW,BK,Time
64,54,54,32,3,1,3,2,1,2,16,3,9,1,0.060465
64,54,54,32,3,1,27,2,1,2,16,9,1,1,0.104525
64,54,54,32,3,1,9,2,1,2,16,6,3,1,0.06726
64,54,54,32,3,1,27,2,1,2,16,3,1,1,0.05421
64,54,54,32,3,1,9,2,1,2,16,9,3,1,0.092945
64,54,54,32,3,1,27,2,1,2,16,2,1,1,0.05395
64,54,54,32,3,1,9,2,1,2,16,2,3,1,0.0391
64,54,54,32,3,1,1,2,1,2,16,1,27,1,0.09464
64,54,54,32,3,1,27,2,1,2,16,1,1,1,0.06086
64,54,54,32,3,1,9,2,1,2,16,3,3,1,0.049565
64,54,54,32,3,1,3,2,1,2,16,1,9,1,0.045165
64,54,54,32,3,1,9,2,1,2,16,1,3,1,0.04307
64,54,54,32,3,1,3,2,1,2,16,2,9,1,0.044625
64,54,54,32,3,1,27,2,1,2,16,6,1,1,0.07528
