K,H,W,C,R,TH,TW,TK,WH,WW,WK,BH,BW,BK,Time
32,108,108,3,3,1,9,2,1,4,8,2,3,1,0.01142
32,108,108,3,3,1,27,2,1,4,8,9,1,1,0.02
32,108,108,3,3,1,27,2,1,4,8,2,1,1,0.01408
32,108,108,3,3,1,27,2,1,4,8,6,1,1,0.01734
32,108,108,3,3,1,27,2,1,4,8,4,1,1,0.0151
32,108,108,3,3,1,9,2,1,4,8,6,3,1,0.01363
32,108,108,3,3,1,3,2,1,4,8,3,9,1,0.0185
32,108,108,3,3,1,9,2,1,4,8,4,3,1,0.01222
32,108,108,3,3,1,3,2,1,4,8,1,9,1,0.01482
32,108,108,3,3,1,9,2,1,4,8,1,3,1,0.0119
32,108,108,3,3,1,27,2,1,4,8,3,1,1,0.01571
32,108,108,3,3,1,1,2,1,4,8,1,27,1,0.02928
32,108,108,3,3,1,9,2,1,4,8,9,3,1,0.01629
32,108,108,3,3,1,27,2,1,4,8,1,1,1,0.01501
32,108,108,3,3,1,9,2,1,4,8,3,3,1,0.013905
32,108,108,3,3,1,3,2,1,4,8,2,9,1,0.01558
