K,H,W,C,R,TK,TH,TW,BK,BH,BW,CMult,Time
256,14,14,256,3,4,1,2,32,2,7,8,0.11981
256,14,14,256,3,2,1,1,32,1,14,4,0.12083
256,14,14,256,3,2,1,1,32,14,1,16,0.18739
256,14,14,256,3,4,1,1,32,14,1,8,0.14029
256,14,14,256,3,4,1,2,32,1,1,1,0.60518
256,14,14,256,3,2,2,7,32,1,2,32,0.05734
256,14,14,256,3,8,1,2,32,2,7,8,0.24781
256,14,14,256,3,8,2,2,32,7,1,2,0.78336
256,14,14,256,3,2,1,2,32,2,1,32,0.14746
256,14,14,256,3,1,7,7,32,1,1,2,0.24371
256,14,14,256,3,4,2,14,32,7,1,2,0.57037
256,14,14,256,3,2,2,2,32,1,7,1,0.510445
256,14,14,256,3,2,1,1,32,1,14,32,0.15667
256,14,14,256,3,4,1,1,32,1,2,16,0.14746
256,14,14,256,3,2,1,2,32,2,1,8,0.09728
256,14,14,256,3,8,1,2,32,7,1,1,1.36704
256,14,14,256,3,8,1,7,32,7,1,4,0.77208
256,14,14,256,3,1,1,1,32,2,7,2,0.15053
256,14,14,256,3,1,1,7,32,14,2,1,0.5417
256,14,14,256,3,2,1,7,32,7,2,4,0.118765
256,14,14,256,3,2,7,7,32,2,1,2,0.5417
256,14,14,256,3,1,1,14,32,7,1,8,0.05992
256,14,14,256,3,2,1,2,32,1,1,16,0.14336
256,14,14,256,3,1,2,2,32,7,1,1,0.28109
256,14,14,256,3,2,2,14,32,1,1,2,0.22426
256,14,14,256,3,1,2,2,32,1,1,16,0.10547
256,14,14,256,3,2,1,2,32,1,7,8,0.0809
256,14,14,256,3,4,1,7,32,14,1,32,0.08294
256,14,14,256,3,8,2,7,32,1,1,2,1.34349
256,14,14,256,3,2,2,7,32,7,1,2,0.25702
256,14,14,256,3,4,1,7,32,1,1,1,0.47309
256,14,14,256,3,1,1,14,32,1,1,16,0.04506
256,14,14,256,3,2,1,14,32,14,1,4,0.17613
256,14,14,256,3,1,1,7,32,1,1,8,0.0768
256,14,14,256,3,1,2,7,32,1,1,2,0.13414
256,14,14,256,3,2,1,1,32,1,2,4,0.13414
256,14,14,256,3,2,2,7,32,7,1,32,0.07885
256,14,14,256,3,1,2,2,32,1,7,32,0.07578
256,14,14,256,3,4,1,1,32,1,7,16,0.12186
256,14,14,256,3,1,7,7,32,2,2,2,0.1833
256,14,14,256,3,8,1,1,32,7,2,8,0.16384
256,14,14,256,3,8,1,1,32,14,1,8,0.178675
256,14,14,256,3,2,1,14,32,14,1,1,0.65536
256,14,14,256,3,2,2,7,32,1,2,1,0.361985
256,14,14,256,3,1,1,1,32,7,1,4,0.19149
256,14,14,256,3,4,1,1,32,2,1,8,0.13926
256,14,14,256,3,8,1,2,32,2,7,16,0.221165
256,14,14,256,3,2,1,14,32,1,1,4,0.0983
256,14,14,256,3,1,1,7,32,2,2,2,0.22528
256,14,14,256,3,2,1,2,32,1,7,1,0.26726
256,14,14,256,3,8,1,7,32,7,2,8,0.41165
256,14,14,256,3,2,2,2,32,1,1,1,0.53504
256,14,14,256,3,1,1,14,32,14,1,1,0.4352
256,14,14,256,3,4,1,1,32,7,2,4,0.14848
256,14,14,256,3,2,7,7,32,2,1,16,0.11776
256,14,14,256,3,8,1,2,32,2,1,8,0.25293
256,14,14,256,3,4,1,1,32,14,2,16,0.156675
256,14,14,256,3,4,1,1,32,2,7,4,0.14438
256,14,14,256,3,2,2,7,32,1,1,4,0.10854
256,14,14,256,3,2,1,7,32,1,1,16,0.06144
256,14,14,256,3,1,1,14,32,2,1,8,0.051715
256,14,14,256,3,2,7,7,32,1,1,4,0.31539
256,14,14,256,3,8,1,1,32,2,14,4,0.27443
256,14,14,256,3,2,2,7,32,1,2,16,0.05325
256,14,14,256,3,2,1,7,32,2,2,4,0.08499
256,14,14,256,3,1,1,2,32,2,7,1,0.21606
256,14,14,256,3,2,1,14,32,7,1,16,0.0553
256,14,14,256,3,1,7,7,32,2,2,1,0.34918
256,14,14,256,3,4,1,2,32,2,1,4,0.17818
256,14,14,256,3,8,1,1,32,1,14,8,0.1577
256,14,14,256,3,4,2,2,32,7,1,4,0.26419
256,14,14,256,3,2,2,2,32,1,7,4,0.16282
256,14,14,256,3,4,2,7,32,1,2,8,0.11162
256,14,14,256,3,4,1,14,32,2,1,4,0.16589
256,14,14,256,3,4,1,1,32,1,14,8,0.116225
