K,H,W,C,R,TK,TH,TW,BK,BH,BW,CMult,Time
32,108,108,32,3,1,4,9,32,1,1,1,0.07936
32,108,108,32,3,1,9,9,32,4,1,8,0.09216
32,108,108,32,3,1,1,1,32,2,4,32,0.62771
32,108,108,32,3,1,1,9,32,1,1,16,0.095215
32,108,108,32,3,1,1,3,32,3,4,2,0.07782
32,108,108,32,3,1,2,2,32,2,9,2,0.067085
32,108,108,32,3,1,2,6,32,3,3,2,0.04301
32,108,108,32,3,1,1,18,32,3,1,32,0.10701
32,108,108,32,3,1,2,6,32,9,3,2,0.04506
32,108,108,32,3,1,2,12,32,1,1,1,0.04915
32,108,108,32,3,1,2,4,32,3,1,1,0.06963
32,108,108,32,3,1,1,3,32,1,2,2,0.08397
32,108,108,32,3,1,2,4,32,1,3,16,0.1024
32,108,108,32,3,1,3,6,32,2,1,4,0.05222
32,108,108,32,3,1,1,2,32,2,2,4,0.10138
32,108,108,32,3,1,1,3,32,1,9,1,0.07475
32,108,108,32,3,1,3,3,32,3,2,8,0.08806
32,108,108,32,3,1,1,1,32,1,2,16,0.44288
32,108,108,32,3,1,1,2,32,2,2,16,0.2345
32,108,108,32,3,1,1,3,32,6,2,1,0.08602
32,108,108,32,3,1,1,18,32,12,1,4,0.04608
32,108,108,32,3,1,1,6,32,6,2,32,0.14438
32,108,108,32,3,1,2,18,32,9,1,32,0.10957
32,108,108,32,3,1,4,12,32,3,1,2,0.06451
32,108,108,32,3,1,1,27,32,9,1,32,0.10138
32,108,108,32,3,1,2,2,32,3,9,4,0.0768
32,108,108,32,3,1,2,9,32,1,3,2,0.04403
32,108,108,32,3,1,1,12,32,2,1,1,0.05222
32,108,108,32,3,1,1,27,32,9,1,1,0.0768
32,108,108,32,3,1,1,3,32,9,2,8,0.12032000000000001
32,108,108,32,3,1,1,4,32,2,3,4,0.06963
32,108,108,32,3,1,1,6,32,2,3,16,0.08909
32,108,108,32,3,1,6,9,32,6,1,1,0.10854
32,108,108,32,3,1,2,12,32,9,1,1,0.07373
32,108,108,32,3,1,2,18,32,2,1,1,0.06811500000000001
32,108,108,32,3,1,2,4,32,3,3,32,0.128
32,108,108,32,3,1,6,6,32,1,1,32,0.20275
32,108,108,32,3,1,2,6,32,3,3,1,0.05526
32,108,108,32,3,1,3,4,32,6,3,32,0.13773000000000002
32,108,108,32,3,1,2,2,32,1,1,8,0.17203
32,108,108,32,3,1,3,18,32,6,1,2,0.05427
32,108,108,32,3,1,3,4,32,9,1,32,0.256
32,108,108,32,3,1,1,9,32,6,3,16,0.08192
32,108,108,32,3,1,1,2,32,6,2,16,0.24269
32,108,108,32,3,1,2,9,32,6,3,32,0.12698
